35028605 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 115 | 16 | Disease | disease | hypersensitivity
38617634 | @DISEASE_COVID_19 | COVID-19 | 287 | 8 | Disease | disease | COVID-19
38617634 | @CHEMICAL_Carbon | Carbon | 346 | 6 | Chemical | chemical | carbon
38617634 | @GENE_ACE2 | ACE2 | 400 | 4 | Gene | gene | ACE2
38617634 | @CHEMICAL_Carbon | Carbon | 502 | 6 | Chemical | chemical | carbon
38617634 | @GENE_CD1C | CD1C | 538 | 3 | Gene | gene | CD1
38617634 | @GENE_CD2 | CD2 | 543 | 3 | Gene | gene | CD2
38617634 | @GENE_CD4 | CD4 | 557 | 3 | Gene | gene | CD4
38617634 | @CHEMICAL_Curcumin | Curcumin | 644 | 8 | Chemical | chemical | curcumin
38617634 | @GENE_ACE2 | ACE2 | 697 | 4 | Gene | gene | ACE2
38617634 | @GENE_ACE2 | ACE2 | 808 | 4 | Gene | gene | ACE2
38617634 | @CHEMICAL_Curcumin | Curcumin | 855 | 8 | Chemical | chemical | curcumin
38617634 | @GENE_ACE2 | ACE2 | 938 | 4 | Gene | gene | ACE2
38617634 | @GENE_ACE2 | ACE2 | 1113 | 4 | Gene | gene | ACE2
38617634 | @CHEMICAL_Carbon | Carbon | 1571 | 6 | Chemical | chemical | carbon
38617634 | @GENE_ACE2 | ACE2 | 1672 | 4 | Gene | gene | ACE2
38617634 | @DISEASE_COVID_19 | COVID-19 | 1748 | 8 | Disease | disease | COVID-19
1691492 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 28 | 20 | Disease | disease | renal cell carcinoma
1691492 | @DISEASE_Neoplasms | Neoplasms | 94 | 5 | Disease | disease | tumor
1691492 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 116 | 20 | Disease | disease | renal cell carcinoma
1691492 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 138 | 3 | Disease | disease | RCC
1691492 | @GENE_LYZ | LYZ | 403 | 8 | Gene | gene | lysozyme
1691492 | @GENE_S100A1 | S100A1 | 445 | 5 | Gene | gene | S-100
1691492 | @GENE_MUC1 | MUC1 | 460 | 27 | Gene | gene | epithelial membrane antigen
1691492 | @GENE_MUC1 | MUC1 | 489 | 3 | Gene | gene | EMA
1691492 | @GENE_HLA_G | HLA-G | 498 | 20 | Gene | gene | beta-2-microglobulin
1691492 | @DISEASE_Neoplasms | Neoplasms | 557 | 5 | Disease | disease | tumor
1691492 | @DISEASE_Neoplasms | Neoplasms | 720 | 6 | Disease | disease | tumors
1691492 | @DISEASE_Neoplasms | Neoplasms | 870 | 5 | Disease | disease | tumor
1691492 | @DISEASE_Neoplasms | Neoplasms | 893 | 5 | Disease | disease | Tumor
1691492 | @DISEASE_Neoplasms | Neoplasms | 1090 | 6 | Disease | disease | tumors
1691492 | @DISEASE_Neoplasms | Neoplasms | 1104 | 5 | Disease | disease | tumor
1691492 | @DISEASE_Neoplasms | Neoplasms | 1157 | 5 | Disease | disease | tumor
1691492 | @DISEASE_Neoplasms | Neoplasms | 1170 | 5 | Disease | disease | Tumor
1691492 | @GENE_MUC1 | MUC1 | 1192 | 3 | Gene | gene | EMA
1691492 | @DISEASE_Neoplasms | Neoplasms | 1371 | 5 | Disease | disease | tumor
1691492 | @DISEASE_Neoplasms | Neoplasms | 1419 | 5 | Disease | disease | tumor
2194213 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 24 | 16 | Disease | disease | multiple myeloma
2194213 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 106 | 7 | Disease | disease | myeloma
2194213 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 143 | 16 | Disease | disease | multiple myeloma
2194213 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 161 | 2 | Disease | disease | MM
2194213 | @DISEASE_Leukemia_Plasma_Cell | Leukemia Plasma Cell | 281 | 24 | Disease | disease | plasmacytic malignancies
2194213 | @GENE_CD4 | CD4 | 397 | 3 | Gene | gene | CD4
2194213 | @GENE_TRIM13 | TRIM13 | 501 | 5 | Gene | gene | Leu 5
2194213 | @GENE_CD2 | CD2 | 508 | 3 | Gene | gene | CD2
2194213 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 613 | 16 | Disease | disease | multiple myeloma
2194213 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 976 | 7 | Disease | disease | myeloma
2220673 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 16 | 20 | Disease | disease | lymphocyte-depletion
2220673 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 37 | 17 | Disease | disease | Hodgkin's disease
2220673 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 66 | 20 | Disease | disease | lymphocyte-depletion
2220673 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 87 | 17 | Disease | disease | Hodgkin's disease
2220673 | @DISEASE_Carcinoma_Large_Cell | Carcinoma Large Cell | 214 | 35 | Disease | disease | pleomorphic large-cell malignancies
2220673 | @DISEASE_Fever | Fever | 301 | 6 | Disease | disease | fevers
2220673 | @DISEASE_Splenic_Neoplasms | Splenic Neoplasms | 407 | 13 | Disease | disease | splenic tumor
2220673 | @DISEASE_Neoplasms | Neoplasms | 502 | 5 | Disease | disease | tumor
2220673 | @DISEASE_Fibrous_Dysplasia_Polyostotic | Fibrous Dysplasia Polyostotic | 564 | 10 | Disease | disease | -Sternberg
2220673 | @DISEASE_Inflammation | Inflammation | 611 | 12 | Disease | disease | inflammatory
2220673 | @DISEASE_Neoplasms | Neoplasms | 684 | 5 | Disease | disease | tumor
2220673 | @GENE_FUT4 | FUT4 | 732 | 4 | Gene | gene | CD15
2220673 | @GENE_TNFRSF8 | TNFRSF8 | 747 | 4 | Gene | gene | CD30
2220673 | @GENE_CD4 | CD4 | 761 | 3 | Gene | gene | CD4
2220673 | @GENE_CD2 | CD2 | 771 | 3 | Gene | gene | T11
2220673 | @GENE_CD2 | CD2 | 776 | 3 | Gene | gene | CD2
2220673 | @GENE_MUC1 | MUC1 | 837 | 3 | Gene | gene | EMA
2220673 | @GENE_CLTA | CLTA | 842 | 3 | Gene | gene | LCA
2220673 | @GENE_LYZ | LYZ | 847 | 8 | Gene | gene | lysozyme
2220673 | @GENE_CD7 | CD7 | 857 | 5 | Gene | gene | Leu-9
2220673 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1056 | 20 | Disease | disease | lymphocyte-depletion
2220673 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1077 | 17 | Disease | disease | Hodgkin's disease
2220673 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1218 | 20 | Disease | disease | lymphocyte-depletion
2220673 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1239 | 17 | Disease | disease | Hodgkin's disease
2422271 | @DISEASE_Infections | Infections | 46 | 9 | Disease | disease | infection
2422271 | @DISEASE_Infections | Infections | 157 | 9 | Disease | disease | infection
2422271 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 217 | 34 | Disease | disease | acquired immunodeficiency syndrome
2422271 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 253 | 4 | Disease | disease | AIDS
2422271 | @DISEASE_AIDS_Dementia_Complex | AIDS Dementia Complex | 262 | 20 | Disease | disease | AIDS-related complex
2422271 | @DISEASE_Infections | Infections | 568 | 9 | Disease | disease | infection
2422271 | @GENE_CD4 | CD4 | 801 | 3 | Gene | gene | CD4
2422271 | @DISEASE_Virus_Diseases | Virus Diseases | 918 | 15 | Disease | disease | viral infection
2424980 | @GENE_HLA_C | HLA-C | 21 | 3 | Gene | gene | MHC
2424980 | @GENE_IL2 | IL2 | 456 | 13 | Gene | gene | interleukin 2
2424980 | @DISEASE_Malaria | Malaria | 509 | 15 | Disease | disease | Malaria antigen
2424980 | @DISEASE_Malaria | Malaria | 1035 | 7 | Disease | disease | malaria
2424980 | @GENE_DR1 | DR1 | 1052 | 4 | Gene | gene | DR 1
2424980 | @GENE_TNFRSF10B | TNFRSF10B | 1060 | 4 | Gene | gene | DR 5
2424980 | @GENE_IL2 | IL2 | 1258 | 4 | Gene | gene | IL 2
2424980 | @DISEASE_Malaria | Malaria | 1863 | 17 | Disease | disease | malaria infection
2431729 | @DISEASE_Lymphoma_B_Cell | Lymphoma B-Cell | 11 | 17 | Disease | disease | B lymphoid tumors
2431729 | @DISEASE_Leukemia_B_Cell | Leukemia B-Cell | 199 | 26 | Disease | disease | B lymphocytic malignancies
2431729 | @DISEASE_Neoplasms | Neoplasms | 286 | 6 | Disease | disease | tumors
2431729 | @DISEASE_Neoplasms | Neoplasms | 396 | 6 | Disease | disease | tumors
2431729 | @DISEASE_Neoplasms | Neoplasms | 849 | 6 | Disease | disease | tumors
2431729 | @DISEASE_Leukemia_Prolymphocytic | Leukemia Prolymphocytic | 991 | 23 | Disease | disease | prolymphocytic leukemia
2431729 | @DISEASE_Neoplasms | Neoplasms | 1083 | 5 | Disease | disease | tumor
2431729 | @DISEASE_Neoplasms | Neoplasms | 1120 | 5 | Disease | disease | tumor
2431729 | @DISEASE_Lymphoma | Lymphoma | 1210 | 9 | Disease | disease | lymphomas
2431729 | @DISEASE_Neoplasms | Neoplasms | 1308 | 5 | Disease | disease | tumor
2431729 | @DISEASE_Neoplasms | Neoplasms | 1448 | 5 | Disease | disease | tumor
2431729 | @DISEASE_Neoplasms | Neoplasms | 1548 | 6 | Disease | disease | tumors
2541265 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 21 | 17 | Disease | disease | cardiocyte injury
2541265 | @DISEASE_Virus_Diseases | Virus Diseases | 42 | 5 | Disease | disease | viral
2541265 | @DISEASE_Myocarditis | Myocarditis | 48 | 11 | Disease | disease | myocarditis
2541265 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 115 | 17 | Disease | disease | cardiocyte injury
2541265 | @DISEASE_Virus_Diseases | Virus Diseases | 136 | 5 | Disease | disease | viral
2541265 | @DISEASE_Myocarditis | Myocarditis | 142 | 11 | Disease | disease | myocarditis
2541265 | @DISEASE_Myocarditis | Myocarditis | 406 | 11 | Disease | disease | myocarditis
2541265 | @GENE_THY1 | Thy1 | 571 | 7 | Gene | gene | Thy 1.2
2541265 | @GENE_CD5 | Cd5 | 606 | 5 | Gene | gene | Lyt 1
2541265 | @GENE_CD8A | Cd8a | 646 | 5 | Gene | gene | Lyt 2
2541265 | @DISEASE_Myocarditis | Myocarditis | 726 | 11 | Disease | disease | myocarditis
2541265 | @GENE_CD5 | Cd5 | 874 | 5 | Gene | gene | Lyt 1
2541265 | @GENE_CD8A | Cd8a | 881 | 5 | Gene | gene | Lyt 2
2541265 | @GENE_CD5 | Cd5 | 974 | 5 | Gene | gene | Lyt 1
2541265 | @DISEASE_Myocarditis | Myocarditis | 1644 | 11 | Disease | disease | myocarditis
2541265 | @DISEASE_Virus_Diseases | Virus Diseases | 2138 | 5 | Disease | disease | viral
2541265 | @DISEASE_Myocarditis | Myocarditis | 2158 | 11 | Disease | disease | myocarditis
2541265 | @GENE_B3GAT1 | B3GAT1 | 2534 | 5 | Gene | gene | Leu 7
2549799 | @DISEASE_Lymphoma_Follicular | Lymphoma Follicular | 0 | 38 | Disease | disease | Follicular lymphoid hyperplasia of the
2549799 | @GENE_TNFRSF8 | TNFRSF8 | 65 | 4 | Gene | gene | Ki-1
2549799 | @DISEASE_Leukemia_Lymphoid | Leukemia Lymphoid | 141 | 25 | Disease | disease | lymphocytic lesion on the
2549799 | @GENE_TNFRSF8 | TNFRSF8 | 451 | 4 | Gene | gene | Ki-1
2549799 | @GENE_TNFRSF8 | TNFRSF8 | 464 | 4 | Gene | gene | CD30
2549799 | @GENE_IL2 | IL2 | 476 | 4 | Gene | gene | Il-2
2549799 | @GENE_IL2RA | IL2RA | 482 | 4 | Gene | gene | CD25
2549799 | @GENE_CD2 | CD2 | 518 | 3 | Gene | gene | CD2
2549799 | @GENE_CD4 | CD4 | 541 | 3 | Gene | gene | CD4
2549799 | @GENE_CD5 | CD5 | 547 | 5 | Gene | gene | Leu-1
2549799 | @GENE_CD5 | CD5 | 554 | 3 | Gene | gene | CD5
2549799 | @GENE_FUT4 | FUT4 | 586 | 4 | Gene | gene | CD15
2549799 | @GENE_TNFRSF8 | TNFRSF8 | 684 | 4 | Gene | gene | Ki-1
2549799 | @GENE_CD22 | CD22 | 763 | 4 | Gene | gene | CD22
2549799 | @GENE_MME | MME | 801 | 5 | Gene | gene | CALLA
2549799 | @GENE_MME | MME | 808 | 4 | Gene | gene | CD10
2549799 | @DISEASE_Lymphoma_Follicular | Lymphoma Follicular | 968 | 38 | Disease | disease | follicular lymphoid hyperplasia of the
2690947 | @CHEMICAL_pyrimidine | pyrimidine | 120 | 10 | Chemical | chemical | pyrimidine
2690947 | @CHEMICAL_pyrimidine | pyrimidine | 211 | 10 | Chemical | chemical | pyrimidine
2690947 | @CHEMICAL_Phosphates | Phosphates | 508 | 9 | Chemical | chemical | phosphate
2690947 | @CHEMICAL_pyrimidine | pyrimidine | 1403 | 10 | Chemical | chemical | pyrimidine
2830712 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 0 | 14 | Disease | disease | Ki-1 lymphomas
2830712 | @GENE_MUC1 | MUC1 | 82 | 27 | Gene | gene | epithelial membrane antigen
2830712 | @GENE_MUC1 | MUC1 | 111 | 3 | Gene | gene | EMA
2830712 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 146 | 14 | Disease | disease | Ki-1 lymphomas
2830712 | @GENE_TNFRSF8 | TNFRSF8 | 299 | 4 | Gene | gene | Ki-1
2830712 | @GENE_IL2RA | IL2RA | 305 | 22 | Gene | gene | interleukin-2 receptor
2830712 | @GENE_IL2RA | IL2RA | 329 | 4 | Gene | gene | IL2R
2830712 | @DISEASE_Neoplasms | Neoplasms | 374 | 6 | Disease | disease | tumour
2830712 | @DISEASE_Tertiary_Lymphoid_Structures | Tertiary Lymphoid Structures | 451 | 10 | Disease | disease | Lymph node
2830712 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 594 | 14 | Disease | disease | Ki-1 lymphomas
2830712 | @DISEASE_Neoplasms | Neoplasms | 635 | 6 | Disease | disease | tumour
2830712 | @DISEASE_Neoplasms | Neoplasms | 743 | 6 | Disease | disease | tumour
2830712 | @GENE_TNFRSF8 | TNFRSF8 | 832 | 4 | Gene | gene | Ki-1
2830712 | @DISEASE_Neoplasms | Neoplasms | 868 | 6 | Disease | disease | Tumour
2830712 | @GENE_MUC1 | MUC1 | 965 | 27 | Gene | gene | epithelial membrane antigen
2830712 | @GENE_MUC1 | MUC1 | 994 | 3 | Gene | gene | EMA
2830712 | @GENE_MUC1 | MUC1 | 1009 | 3 | Gene | gene | EMA
2830712 | @GENE_MUC1 | MUC1 | 1065 | 3 | Gene | gene | EMA
2830712 | @CHEMICAL_Paraffin | Paraffin | 1097 | 8 | Chemical | chemical | paraffin
2830712 | @DISEASE_Lymphoma | Lymphoma | 1135 | 19 | Disease | disease | malignant lymphomas
2830712 | @GENE_MUC1 | MUC1 | 1191 | 3 | Gene | gene | EMA
2830712 | @GENE_MUC1 | MUC1 | 1220 | 3 | Gene | gene | EMA
2830712 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 1274 | 14 | Disease | disease | Ki-1 lymphomas
2830712 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 1326 | 14 | Disease | disease | Ki-1 lymphomas
2830712 | @GENE_MUC1 | MUC1 | 1412 | 3 | Gene | gene | EMA
2830712 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 1475 | 14 | Disease | disease | Ki-1 lymphomas
2945787 | @GENE_IL2 | IL2 | 1824 | 13 | Gene | gene | interleukin-2
2945787 | @GENE_IL2 | IL2 | 2031 | 13 | Gene | gene | interleukin-2
2963547 | @DISEASE_Hereditary_leiomyomatosis_and_renal_cell_cancer | Hereditary leiomyomatosis and renal cell cancer | 33 | 14 | Disease | disease | Reed-Sternberg
2963547 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 83 | 58 | Disease | disease | nodular sclerosing and mixed cellularity Hodgkin's disease
2963547 | @DISEASE_Hereditary_leiomyomatosis_and_renal_cell_cancer | Hereditary leiomyomatosis and renal cell cancer | 176 | 14 | Disease | disease | Reed-Sternberg
2963547 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 243 | 17 | Disease | disease | Hodgkin's disease
2963547 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 262 | 2 | Disease | disease | HD
2963547 | @CHEMICAL_metaperiodate | metaperiodate | 344 | 9 | Chemical | chemical | periodate
2963547 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 458 | 2 | Disease | disease | HD
2963547 | @GENE_CD2 | CD2 | 551 | 3 | Gene | gene | T11
2963547 | @GENE_CD5 | CD5 | 658 | 5 | Gene | gene | Leu-1
2963547 | @GENE_PTPRC | PTPRC | 732 | 3 | Gene | gene | LCA
2963547 | @GENE_PTPRC | PTPRC | 767 | 3 | Gene | gene | LCA
2963547 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 805 | 16 | Disease | disease | T-cell lymphomas
2963547 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 839 | 2 | Disease | disease | HD
2963547 | @GENE_TNFRSF8 | TNFRSF8 | 866 | 4 | Gene | gene | Ki-1
2963547 | @DISEASE_Lymphoma_Follicular | Lymphoma Follicular | 1200 | 17 | Disease | disease | nodular sclerosis
2963547 | @DISEASE_Lymphoma_Follicular | Lymphoma Follicular | 1394 | 17 | Disease | disease | nodular sclerosis
2963547 | @DISEASE_Necrosis | Necrosis | 1431 | 8 | Disease | disease | necrosis
2963547 | @DISEASE_Lymphoma | Lymphoma | 1544 | 18 | Disease | disease | cutaneous lymphoma
2963547 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1605 | 2 | Disease | disease | HD
2963547 | @DISEASE_Neoplasms | Neoplasms | 1670 | 5 | Disease | disease | tumor
2963547 | @GENE_TNFRSF8 | TNFRSF8 | 1709 | 4 | Gene | gene | Ki-1
2963547 | @DISEASE_Mycosis_Fungoides | Mycosis Fungoides | 1780 | 17 | Disease | disease | mycosis fungoides
2963547 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1802 | 2 | Disease | disease | HD
2963547 | @DISEASE_Sclerosis | Sclerosis | 1892 | 18 | Disease | disease | nodular sclerosing
2963547 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1933 | 2 | Disease | disease | HD
2963547 | @DISEASE_Skin_Diseases | Skin Diseases | 2048 | 12 | Disease | disease | skin lesions
2963547 | @DISEASE_Lymphatic_Diseases | Lymphatic Diseases | 2065 | 15 | Disease | disease | lymphadenopathy
2963547 | @DISEASE_Mycosis_Fungoides | Mycosis Fungoides | 2114 | 17 | Disease | disease | mycosis fungoides
2963547 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 2136 | 2 | Disease | disease | HD
2971408 | @GENE_HLA_A | HLA-A | 61 | 3 | Gene | gene | HLA
2971408 | @GENE_CD8A | CD8A | 370 | 5 | Gene | gene | Leu-2
2971408 | @GENE_HLA_A | HLA-A | 457 | 3 | Gene | gene | HLA
2971408 | @GENE_CD8A | CD8A | 751 | 5 | Gene | gene | Leu-2
2971408 | @GENE_CD8A | CD8A | 807 | 5 | Gene | gene | Leu-2
2971408 | @GENE_IL2 | IL2 | 965 | 13 | Gene | gene | interleukin-2
2971408 | @GENE_IL2 | IL2 | 980 | 4 | Gene | gene | IL-2
2971408 | @GENE_SELL | SELL | 1261 | 5 | Gene | gene | Leu-8
2971408 | @GENE_CD8A | CD8A | 1495 | 5 | Gene | gene | Leu-2
2971408 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1716 | 25 | Disease | disease | graft-versus-host disease
2976521 | @CHEMICAL_Histamine | Histamine | 22 | 9 | Chemical | chemical | histamine
2976521 | @GENE_IL2 | IL2 | 35 | 13 | Gene | gene | interleukin 2
2976521 | @CHEMICAL_Histamine | Histamine | 160 | 9 | Chemical | chemical | histamine
2976521 | @CHEMICAL_Histamine | Histamine | 280 | 9 | Chemical | chemical | histamine
2976521 | @GENE_CD4 | CD4 | 343 | 3 | Gene | gene | CD4
2976521 | @GENE_SELL | SELL | 381 | 5 | Gene | gene | Leu-8
2976521 | @GENE_PTPRC | PTPRC | 410 | 10 | Gene | gene | CD45R;p220
2976521 | @CHEMICAL_Histamine | Histamine | 452 | 9 | Chemical | chemical | Histamine
2976521 | @GENE_IL2 | IL2 | 522 | 13 | Gene | gene | interleukin 2
2976521 | @GENE_IL2 | IL2 | 537 | 4 | Gene | gene | IL-2
2976521 | @GENE_IFNG | IFNG | 565 | 9 | Gene | gene | IFN-gamma
2976521 | @GENE_IL2 | IL2 | 718 | 4 | Gene | gene | IL-2
2976521 | @GENE_IFNG | IFNG | 738 | 9 | Gene | gene | IFN-gamma
2976521 | @GENE_IL2 | IL2 | 817 | 4 | Gene | gene | IL-2
2976521 | @GENE_IL2 | IL2 | 857 | 4 | Gene | gene | IL-2
2976521 | @GENE_IFNG | IFNG | 920 | 9 | Gene | gene | IFN-gamma
2976521 | @CHEMICAL_Histamine | Histamine | 972 | 9 | Chemical | chemical | Histamine
2976521 | @GENE_IL2 | IL2 | 1011 | 4 | Gene | gene | IL-2
2976521 | @GENE_IFNG | IFNG | 1179 | 9 | Gene | gene | IFN-gamma
2976521 | @CHEMICAL_Histamine | Histamine | 1314 | 9 | Chemical | chemical | histamine
2976521 | @GENE_SELL | SELL | 1344 | 5 | Gene | gene | Leu 8
2976521 | @GENE_SELL | SELL | 1427 | 5 | Gene | gene | Leu 8
2976521 | @GENE_SELL | SELL | 1438 | 5 | Gene | gene | Leu 8
2976521 | @CHEMICAL_Histamine | Histamine | 1495 | 9 | Chemical | chemical | histamine
2976521 | @GENE_IL2 | IL2 | 1532 | 4 | Gene | gene | IL-2
2976521 | @GENE_IFNG | IFNG | 1565 | 9 | Gene | gene | IFN-gamma
2976521 | @CHEMICAL_Histamine | Histamine | 1692 | 9 | Chemical | chemical | histamine
2976521 | @GENE_IL2 | IL2 | 1728 | 4 | Gene | gene | IL-2
3010463 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 0 | 15 | Disease | disease | AIDS retrovirus
3010463 | @GENE_CD4 | CD4 | 79 | 3 | Gene | gene | CD4
3010463 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 237 | 15 | Disease | disease | AIDS retrovirus
3010463 | @GENE_CD4 | CD4 | 340 | 3 | Gene | gene | CD4
3010463 | @GENE_CD4 | CD4 | 462 | 3 | Gene | gene | CD4
3010463 | @GENE_CD4 | CD4 | 631 | 3 | Gene | gene | CD4
3010463 | @GENE_CD4 | CD4 | 681 | 3 | Gene | gene | CD4
3010463 | @GENE_CD4 | CD4 | 727 | 3 | Gene | gene | CD4
3010463 | @GENE_CD4 | CD4 | 824 | 3 | Gene | gene | CD4
3010463 | @GENE_CD4 | CD4 | 938 | 3 | Gene | gene | CD4
3010463 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 1027 | 10 | Disease | disease | AIDS virus
3010463 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 1215 | 4 | Disease | disease | AIDS
3084644 | @CHEMICAL_Sodium_Dodecyl_Sulfate | Sodium Dodecyl Sulfate | 660 | 3 | Chemical | chemical | SDS
3084644 | @CHEMICAL_Tyrosine | Tyrosine | 1004 | 8 | Chemical | chemical | tyrosine
3086436 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 379 | 18 | Disease | disease | autoimmune disease
3086436 | @GENE_THY1 | Thy1 | 521 | 7 | Gene | gene | Thy-1.2
3086436 | @GENE_CD4 | Cd4 | 549 | 4 | Gene | gene | L3T4
3086436 | @GENE_THY1 | Thy1 | 612 | 7 | Gene | gene | Thy-1.2
3086436 | @DISEASE_Holoprosencephaly_recurrent_infections_and_monocytosis | Holoprosencephaly recurrent infections and monocytosis | 738 | 11 | Disease | disease | monocytosis
