38449806 | @GENE_CCR5 | Ccr5 | 0 | 4 | Gene | gene | CCR5
17623776 | @GENE_PIAS2 | Pias2 | 900 | 9 | Gene | gene | PIASxbeta
17623776 | @GENE_PIAS2 | Pias2 | 959 | 9 | Gene | gene | PIASxbeta
17623776 | @GENE_RUNX2 | Runx2 | 987 | 5 | Gene | gene | Runx2
17623776 | @GENE_SP7 | Sp7 | 1057 | 7 | Gene | gene | osterix
17623776 | @GENE_PIAS2 | Pias2 | 1133 | 9 | Gene | gene | PIASxbeta
17623776 | @GENE_NFATC1 | Nfatc1 | 1188 | 6 | Gene | gene | NFATc1
17623776 | @GENE_NFATC3 | Nfatc3 | 1199 | 6 | Gene | gene | NFATc3
17623776 | @GENE_SP7 | Sp7 | 1229 | 7 | Gene | gene | osterix
17623776 | @GENE_PIAS2 | Pias2 | 1287 | 9 | Gene | gene | PIASxbeta
17623776 | @GENE_SP7 | Sp7 | 1306 | 7 | Gene | gene | osterix
17623776 | @GENE_PIAS2 | Pias2 | 1398 | 9 | Gene | gene | PIASxbeta
17623776 | @GENE_PIAS2 | Pias2 | 1525 | 9 | Gene | gene | PIASxbeta
17623776 | @GENE_RUNX2 | Runx2 | 1662 | 5 | Gene | gene | Runx2
17623776 | @GENE_SP7 | Sp7 | 1672 | 7 | Gene | gene | osterix
20408817 | @GENE_XBP1 | XBP1 | 60 | 4 | Gene | gene | XBP1
20408817 | @DISEASE_Neoplasms | Neoplasms | 260 | 6 | Disease | disease | cancer
20408817 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 271 | 8 | Disease | disease | diabetes
20408817 | @GENE_XBP1 | XBP1 | 281 | 4 | Gene | gene | XBP1
20408817 | @GENE_XBP1 | XBP1 | 287 | 23 | Gene | gene | X-box-binding protein 1
20408817 | @GENE_XBP1 | XBP1 | 433 | 4 | Gene | gene | XBP1
20408817 | @GENE_XBP1 | XBP1 | 564 | 4 | Gene | gene | XBP1
20408817 | @GENE_PIAS2 | PIAS2 | 603 | 5 | Gene | gene | PIAS2
20661221 | @GENE_PIAS4 | PIAS4 | 0 | 5 | Gene | gene | PIASy
20661221 | @GENE_HIF1A | HIF1A | 17 | 9 | Gene | gene | HIF1alpha
20661221 | @GENE_HIF1A | HIF1A | 64 | 9 | Gene | gene | HIF1alpha
20661221 | @DISEASE_Hypoxia | Hypoxia | 98 | 7 | Disease | disease | hypoxia
20661221 | @GENE_HIF1A | HIF1A | 107 | 31 | Gene | gene | Hypoxia-inducible factor-1alpha
20661221 | @GENE_HIF1A | HIF1A | 140 | 9 | Gene | gene | HIF1alpha
20661221 | @DISEASE_Hypoxia | Hypoxia | 202 | 7 | Disease | disease | hypoxia
20661221 | @GENE_HIF1A | HIF1A | 340 | 9 | Gene | gene | HIF1alpha
20661221 | @DISEASE_Hypoxia_Brain | Hypoxia Brain | 398 | 7 | Disease | disease | hypoxic
20661221 | @GENE_HIF1A | HIF1A | 430 | 9 | Gene | gene | HIF1alpha
20661221 | @DISEASE_Hypoxia | Hypoxia | 465 | 7 | Disease | disease | hypoxia
20661221 | @GENE_PIAS4 | PIAS4 | 517 | 5 | Gene | gene | PIASy
20661221 | @DISEASE_Hypoxia | Hypoxia | 551 | 7 | Disease | disease | hypoxia
20661221 | @GENE_HIF1A | HIF1A | 567 | 9 | Gene | gene | HIF1alpha
20661221 | @DISEASE_Hypoxia | Hypoxia | 590 | 7 | Disease | disease | Hypoxia
20661221 | @GENE_HIF1A | HIF1A | 624 | 9 | Gene | gene | HIF1alpha
20661221 | @GENE_PIAS4 | PIAS4 | 678 | 5 | Gene | gene | PIASy
20661221 | @GENE_HIF1A | HIF1A | 713 | 9 | Gene | gene | HIF1alpha
20661221 | @GENE_SUMO1 | SUMO1 | 726 | 5 | Gene | gene | SUMO1
20661221 | @GENE_PIAS4 | PIAS4 | 754 | 5 | Gene | gene | PIASy
20661221 | @DISEASE_Hypoxia | Hypoxia | 781 | 7 | Disease | disease | hypoxia
20661221 | @GENE_HIF1A | HIF1A | 797 | 9 | Gene | gene | HIF1alpha
20661221 | @GENE_PIAS4 | PIAS4 | 852 | 5 | Gene | gene | PIASy
20661221 | @GENE_PIAS4 | PIAS4 | 978 | 5 | Gene | gene | PIASy
20661221 | @DISEASE_Neoplasms | Neoplasms | 988 | 5 | Disease | disease | tumor
20661221 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1010 | 12 | Disease | disease | colon cancer
20661221 | @GENE_PIAS4 | PIAS4 | 1061 | 5 | Gene | gene | PIASy
20661221 | @DISEASE_Hypoxia | Hypoxia | 1070 | 7 | Disease | disease | hypoxia
20661221 | @GENE_HIF1A | HIF1A | 1106 | 9 | Gene | gene | HIF1alpha
21199872 | @GENE_PIAS4 | PIAS4 | 0 | 5 | Gene | gene | PIASy
21199872 | @GENE_PIAS4 | PIAS4 | 328 | 5 | Gene | gene | PIASy
21199872 | @GENE_IFNA1 | IFNA1 | 374 | 3 | Gene | gene | IFN
21199872 | @DISEASE_Virus_Diseases | Virus Diseases | 394 | 15 | Disease | disease | Virus infection
21199872 | @GENE_PIAS4 | PIAS4 | 450 | 5 | Gene | gene | PIASy
21199872 | @GENE_PIAS4 | PIAS4 | 483 | 5 | Gene | gene | PIASy
21199872 | @GENE_IFNA1 | IFNA1 | 512 | 3 | Gene | gene | IFN
21199872 | @GENE_SH2D1A | SH2D1A | 568 | 3 | Gene | gene | SAP
21199872 | @GENE_IFNA1 | IFNA1 | 603 | 3 | Gene | gene | IFN
21199872 | @GENE_IFNA1 | IFNA1 | 712 | 3 | Gene | gene | IFN
21199872 | @GENE_PIAS4 | PIAS4 | 747 | 5 | Gene | gene | PIASy
21199872 | @GENE_IFNA1 | IFNA1 | 810 | 3 | Gene | gene | IFN
21199872 | @GENE_PIAS4 | PIAS4 | 878 | 5 | Gene | gene | PIASy
21199872 | @GENE_IFNA1 | IFNA1 | 898 | 3 | Gene | gene | IFN
21199872 | @GENE_PIAS4 | PIAS4 | 926 | 5 | Gene | gene | PIASy
21199872 | @GENE_IFNA1 | IFNA1 | 985 | 3 | Gene | gene | IFN
21199872 | @GENE_UBE2I | UBE2I | 1116 | 4 | Gene | gene | UBC9
21199872 | @GENE_PIAS4 | PIAS4 | 1154 | 5 | Gene | gene | PIASy
21199872 | @GENE_PIAS4 | PIAS4 | 1190 | 5 | Gene | gene | PIASy
21199872 | @GENE_IFNA1 | IFNA1 | 1222 | 3 | Gene | gene | IFN
21199872 | @GENE_IFNA1 | IFNA1 | 1244 | 3 | Gene | gene | IFN
21447800 | @GENE_MYC | MYC | 0 | 5 | Gene | gene | c-MYC
21447800 | @GENE_BIN1 | BIN1 | 17 | 4 | Gene | gene | BIN1
21447800 | @GENE_PARP1 | PARP1 | 33 | 29 | Gene | gene | poly(ADP-ribose) polymerase 1
21447800 | @DISEASE_Neoplasms | Neoplasms | 85 | 6 | Disease | disease | cancer
21447800 | @CHEMICAL_Cisplatin | Cisplatin | 106 | 9 | Chemical | chemical | cisplatin
21447800 | @DISEASE_Neoplasms | Neoplasms | 128 | 6 | Disease | disease | Cancer
21447800 | @CHEMICAL_Cisplatin | Cisplatin | 204 | 9 | Chemical | chemical | cisplatin
21447800 | @GENE_MYC | MYC | 301 | 5 | Gene | gene | c-MYC
21447800 | @CHEMICAL_Cisplatin | Cisplatin | 329 | 9 | Chemical | chemical | cisplatin
21447800 | @GENE_MYC | MYC | 382 | 5 | Gene | gene | c-MYC
21447800 | @GENE_BIN1 | BIN1 | 398 | 4 | Gene | gene | BIN1
21447800 | @GENE_BIN1 | BIN1 | 404 | 21 | Gene | gene | bridging integrator 1
21447800 | @DISEASE_Neoplasms | Neoplasms | 447 | 6 | Disease | disease | cancer
21447800 | @CHEMICAL_Cisplatin | Cisplatin | 463 | 9 | Chemical | chemical | cisplatin
21447800 | @GENE_BIN1 | BIN1 | 485 | 4 | Gene | gene | BIN1
21447800 | @GENE_TP53 | TP53 | 519 | 3 | Gene | gene | p53
21447800 | @GENE_BIN1 | BIN1 | 536 | 4 | Gene | gene | BIN1
21447800 | @GENE_PARP1 | PARP1 | 622 | 29 | Gene | gene | poly(ADP-ribose) polymerase 1
21447800 | @GENE_PARP1 | PARP1 | 653 | 5 | Gene | gene | PARP1
21447800 | @GENE_PARP1 | PARP1 | 774 | 5 | Gene | gene | PARP1
21447800 | @GENE_BIN1 | BIN1 | 808 | 4 | Gene | gene | BIN1
21447800 | @GENE_MYC | MYC | 825 | 5 | Gene | gene | c-MYC
21447800 | @CHEMICAL_Cisplatin | Cisplatin | 884 | 9 | Chemical | chemical | cisplatin
21447800 | @GENE_MYC | MYC | 932 | 5 | Gene | gene | c-MYC
21447800 | @GENE_BIN1 | BIN1 | 948 | 4 | Gene | gene | BIN1
21447800 | @GENE_MYC | MYC | 998 | 3 | Gene | gene | MYC
21447800 | @GENE_ZBTB17 | ZBTB17 | 1050 | 4 | Gene | gene | MIZ1
21447800 | @GENE_PARP1 | PARP1 | 1077 | 5 | Gene | gene | PARP1
21447800 | @GENE_MYC | MYC | 1101 | 5 | Gene | gene | c-MYC
21447800 | @DISEASE_Neoplasms | Neoplasms | 1157 | 6 | Disease | disease | cancer
21447800 | @CHEMICAL_Cisplatin | Cisplatin | 1183 | 9 | Chemical | chemical | cisplatin
21624955 | @GENE_PRKCZ | Prkcz | 0 | 7 | Gene | gene | PKCzeta
21624955 | @GENE_TRP53_PS | Trp53-ps | 66 | 3 | Gene | gene | p53
21624955 | @DISEASE_Atherosclerosis | Atherosclerosis | 83 | 15 | Disease | disease | Atherosclerosis
21624955 | @GENE_PRKCZ | Prkcz | 233 | 21 | Gene | gene | protein kinase C zeta
21624955 | @GENE_PRKCZ | Prkcz | 256 | 7 | Gene | gene | PKCzeta
21624955 | @GENE_PRKCZ | Prkcz | 344 | 7 | Gene | gene | PKCzeta
21624955 | @DISEASE_Atherosclerosis | Atherosclerosis | 366 | 15 | Disease | disease | atherosclerosis
21624955 | @GENE_PRKCZ | Prkcz | 429 | 7 | Gene | gene | PKCzeta
21624955 | @GENE_TRP53_PS | Trp53-ps | 512 | 3 | Gene | gene | p53
21624955 | @CHEMICAL_Peroxynitrous_Acid | Peroxynitrous Acid | 547 | 13 | Chemical | chemical | peroxynitrite
21624955 | @GENE_PRKCZ | Prkcz | 581 | 7 | Gene | gene | PKCzeta
21624955 | @GENE_TRP53_PS | Trp53-ps | 628 | 3 | Gene | gene | p53
21624955 | @GENE_TRP53_PS | Trp53-ps | 645 | 3 | Gene | gene | p53
21624955 | @GENE_BCL2 | Bcl2 | 649 | 5 | Gene | gene | Bcl-2
21624955 | @GENE_PRKCZ | Prkcz | 735 | 7 | Gene | gene | PKCzeta
21624955 | @GENE_PIAS4 | Pias4 | 748 | 36 | Gene | gene | protein inhibitor of activated STATy
21624955 | @GENE_PIAS4 | Pias4 | 786 | 5 | Gene | gene | PIASy
21624955 | @GENE_PIAS4 | Pias4 | 847 | 5 | Gene | gene | PIASy
21624955 | @GENE_PIAS4 | Pias4 | 891 | 5 | Gene | gene | PIASy
21624955 | @GENE_PRKCZ | Prkcz | 911 | 7 | Gene | gene | PKCzeta
21624955 | @GENE_PIAS4 | Pias4 | 919 | 5 | Gene | gene | PIASy
21624955 | @GENE_PRKCZ | Prkcz | 941 | 7 | Gene | gene | PKCzeta
21624955 | @GENE_TRP53_PS | Trp53-ps | 958 | 3 | Gene | gene | p53
21624955 | @GENE_TRP53_PS | Trp53-ps | 1036 | 3 | Gene | gene | p53
21624955 | @CHEMICAL_3_nitrotyrosine | 3-nitrotyrosine | 1052 | 13 | Chemical | chemical | nitrotyrosine
21624955 | @GENE_TRP53_PS | Trp53-ps | 1196 | 3 | Gene | gene | p53
21624955 | @GENE_TRP53_PS | Trp53-ps | 1244 | 3 | Gene | gene | p53
21624955 | @GENE_PRKCZ | Prkcz | 1276 | 7 | Gene | gene | PKCzeta
21624955 | @GENE_PIAS4 | Pias4 | 1284 | 5 | Gene | gene | PIASy
21624955 | @DISEASE_Atherosclerosis | Atherosclerosis | 1388 | 15 | Disease | disease | atherosclerosis
21931855 | @GENE_SUMO1 | SUMO1 | 8 | 6 | Gene | gene | SUMO-1
21931855 | @GENE_NKX2_5 | NKX2-5 | 58 | 6 | Gene | gene | Nkx2-5
21931855 | @GENE_NKX2_5 | NKX2-5 | 229 | 6 | Gene | gene | Nkx2-5
21931855 | @GENE_NKX2_5 | NKX2-5 | 236 | 3 | Gene | gene | Csx
21931855 | @GENE_NKX2_5 | NKX2-5 | 368 | 6 | Gene | gene | Nkx2-5
21931855 | @GENE_NKX2_5 | NKX2-5 | 492 | 6 | Gene | gene | Nkx2-5
21931855 | @GENE_NKX2_5 | NKX2-5 | 548 | 6 | Gene | gene | Nkx2-5
21931855 | @VARIANT_p.K51R_NKX3_1_human | p.K51R | 673 | 4 | Variant | variant | K51R
21931855 | @GENE_NKX2_5 | NKX2-5 | 695 | 6 | Gene | gene | Nkx2-5
21931855 | @GENE_NKX2_5 | NKX2-5 | 766 | 6 | Gene | gene | Nkx2-5
21931855 | @GENE_NKX2_5 | NKX2-5 | 840 | 6 | Gene | gene | Nkx2-5
21931855 | @VARIANT_p.K51R_NKX3_1_human | p.K51R | 1105 | 4 | Variant | variant | K51R
21931855 | @GENE_NKX2_5 | NKX2-5 | 1136 | 6 | Gene | gene | Nkx2-5
21931855 | @GENE_NKX2_5 | NKX2-5 | 1256 | 6 | Gene | gene | Nkx2-5
21931855 | @GENE_NKX2_5 | NKX2-5 | 1299 | 6 | Gene | gene | Nkx2-5
21931855 | @GENE_NKX2_5 | NKX2-5 | 1405 | 6 | Gene | gene | Nkx2-5
21961235 | @GENE_PIAS2 | Pias2 | 11 | 5 | Gene | gene | PIAS2
21961235 | @GENE_PIAS2 | Pias2 | 121 | 5 | Gene | gene | PIAS2
21961235 | @GENE_PIAS2 | Pias2 | 269 | 5 | Gene | gene | PIAS2
21961235 | @GENE_PIAS2 | Pias2 | 316 | 5 | Gene | gene | PIAS2
21961235 | @GENE_PIAS2 | Pias2 | 385 | 5 | Gene | gene | PIAS2
21961235 | @GENE_PIAS2 | Pias2 | 748 | 5 | Gene | gene | PIAS2
21961235 | @GENE_CYFIP2 | Cyfip2 | 765 | 6 | Gene | gene | Cyfip2
21961235 | @GENE_PSMB3 | Psmb3 | 773 | 5 | Gene | gene | Psmb3
21961235 | @GENE_NISCH | Nisch | 786 | 9 | Gene | gene | nischarin
21961235 | @GENE_INTS10 | Ints10 | 797 | 6 | Gene | gene | Ints10
21961235 | @GENE_NSUN5 | Nsun5 | 805 | 5 | Gene | gene | Nsun5
21961235 | @GENE_NDUFAF3 | Ndufaf3 | 823 | 7 | Gene | gene | Ndufaf3
21961235 | @GENE_PIAS2 | Pias2 | 972 | 5 | Gene | gene | PIAS2
21961235 | @GENE_PIAS2 | Pias2 | 1102 | 5 | Gene | gene | PIAS2
22082260 | @CHEMICAL_Oxygen | Oxygen | 12 | 6 | Chemical | chemical | oxygen
22082260 | @CHEMICAL_Glucose | Glucose | 19 | 7 | Chemical | chemical | glucose
22082260 | @GENE_SUMO3 | SUMO3 | 58 | 5 | Gene | gene | SUMO3
22082260 | @DISEASE_Brain_Ischemia | Brain Ischemia | 129 | 17 | Disease | disease | cerebral ischemia
22082260 | @CHEMICAL_Oxygen | Oxygen | 260 | 6 | Chemical | chemical | oxygen
22082260 | @CHEMICAL_Glucose | Glucose | 267 | 7 | Chemical | chemical | glucose
22082260 | @DISEASE_Ischemia | Ischemia | 305 | 8 | Disease | disease | ischemia
22082260 | @DISEASE_Neuroblastoma | Neuroblastoma | 487 | 17 | Disease | disease | neuroblastoma B35
22082260 | @GENE_SUMO3 | SUMO3 | 525 | 5 | Gene | gene | SUMO3
22082260 | @CHEMICAL_Sodium_Dodecyl_Sulfate | Sodium Dodecyl Sulfate | 826 | 3 | Chemical | chemical | SDS
22082260 | @GENE_SUMO3 | SUMO3 | 872 | 5 | Gene | gene | SUMO3
22082260 | @GENE_PIAS2 | PIAS2 | 962 | 5 | Gene | gene | PIAS2
22082260 | @GENE_PIAS4 | PIAS4 | 972 | 5 | Gene | gene | PIAS4
22082260 | @GENE_SUMO3 | SUMO3 | 1067 | 5 | Gene | gene | SUMO3
22082260 | @GENE_SUMO1 | SUMO1 | 1107 | 5 | Gene | gene | SUMO1
22082260 | @GENE_SUMO2 | SUMO2 | 1117 | 5 | Gene | gene | SUMO2
22082260 | @DISEASE_Brain_Ischemia | Brain Ischemia | 1458 | 8 | Disease | disease | ischemic
22210188 | @GENE_PIAS2 | PIAS2 | 15 | 37 | Gene | gene | protein inhibitor of activated STAT 2
22210188 | @GENE_PIAS2 | PIAS2 | 54 | 5 | Gene | gene | PIAS2
22210188 | @GENE_RACK1 | RACK1 | 66 | 32 | Gene | gene | receptor of activated C kinase 1
22210188 | @GENE_RACK1 | RACK1 | 100 | 5 | Gene | gene | RACK1
22210188 | @GENE_RACK1 | RACK1 | 182 | 32 | Gene | gene | receptor of activated C kinase 1
22210188 | @GENE_RACK1 | RACK1 | 216 | 5 | Gene | gene | RACK1
22210188 | @GENE_PIAS2 | PIAS2 | 272 | 37 | Gene | gene | protein inhibitor of activated STAT 2
22210188 | @GENE_PIAS2 | PIAS2 | 311 | 5 | Gene | gene | PIAS2
22210188 | @GENE_RACK1 | RACK1 | 407 | 5 | Gene | gene | RACK1
22210188 | @GENE_PIAS2 | PIAS2 | 418 | 5 | Gene | gene | PIAS2
22210188 | @VARIANT_p.W40D_RACK1_human | p.W40D | 532 | 10 | Variant | variant | Trp-Asp 40
22210188 | @GENE_RACK1 | RACK1 | 565 | 5 | Gene | gene | RACK1
22210188 | @GENE_PIAS2 | PIAS2 | 639 | 5 | Gene | gene | PIAS2
22210188 | @GENE_PIAS2 | PIAS2 | 689 | 5 | Gene | gene | PIAS2
22210188 | @GENE_RACK1 | RACK1 | 755 | 5 | Gene | gene | RACK1
22539679 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 61 | 8 | Disease | disease | diabetic
22539679 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 70 | 3 | Disease | disease | NOD
22539679 | @DISEASE_Fetal_Diseases | Fetal Diseases | 180 | 10 | Disease | disease | fetal loss
22539679 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 194 | 17 | Disease | disease | nonobese diabetic
22539679 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 213 | 3 | Disease | disease | NOD
22539679 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 329 | 8 | Disease | disease | diabetes
22539679 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 476 | 8 | Disease | disease | diabetic
22539679 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 485 | 3 | Disease | disease | NOD
22539679 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 625 | 3 | Disease | disease | NOD
22539679 | @GENE_LIF | Lif | 795 | 26 | Gene | gene | leukemia inhibitory factor
22539679 | @GENE_LIF | Lif | 823 | 3 | Gene | gene | LIF
22539679 | @GENE_STAT3 | Stat3 | 875 | 5 | Gene | gene | STAT3
22539679 | @GENE_IFNG | Ifng | 954 | 8 | Gene | gene | IFNgamma
22539679 | @GENE_S100A6 | S100a6 | 1024 | 23 | Gene | gene | progesterone receptor A
22539679 | @GENE_S100A6 | S100a6 | 1049 | 4 | Gene | gene | PR A
22539679 | @GENE_PGR | Pgr | 1059 | 4 | Gene | gene | PR B
22539679 | @GENE_PIAS4 | Pias4 | 1118 | 37 | Gene | gene | protein inhibitor of activated STAT-y
22539679 | @GENE_PIAS4 | Pias4 | 1157 | 5 | Gene | gene | PIASy
22539679 | @GENE_PGR | Pgr | 1235 | 21 | Gene | gene | progesterone receptor
22539679 | @GENE_IFNG | Ifng | 1413 | 8 | Gene | gene | IFNgamma
22539679 | @DISEASE_Embryo_Loss | Embryo Loss | 1522 | 11 | Disease | disease | embryo loss
22539679 | @DISEASE_Diabetes_Mellitus_Type_1 | Diabetes Mellitus Type 1 | 1537 | 15 | Disease | disease | type 1 diabetes
22685230 | @GENE_PML | PML | 373 | 3 | Gene | gene | PML
22685230 | @GENE_PIAS4 | PIAS4 | 420 | 5 | Gene | gene | PIASy
22685230 | @GENE_PML | PML | 537 | 3 | Gene | gene | PML
22685230 | @GENE_PML | PML | 584 | 11 | Gene | gene | PML protein
22685230 | @GENE_PML | PML | 612 | 3 | Gene | gene | PML
22685230 | @GENE_PML | PML | 635 | 3 | Gene | gene | PML
23515314 | @GENE_PIAS1 | PIAS1 | 38 | 5 | Gene | gene | Pias1
23515314 | @GENE_PIAS4 | PIAS4 | 48 | 5 | Gene | gene | Piasy
23515314 | @GENE_PITX2 | PITX2 | 79 | 20 | Gene | gene | pituitary homeobox 2
23515314 | @GENE_PITX2 | PITX2 | 101 | 5 | Gene | gene | PITX2
23515314 | @GENE_PITX2 | PITX2 | 493 | 20 | Gene | gene | pituitary homeobox 2
23515314 | @GENE_PITX2 | PITX2 | 515 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS4 | PIAS4 | 590 | 5 | Gene | gene | Piasy
23515314 | @GENE_PIAS1 | PIAS1 | 600 | 5 | Gene | gene | Pias1
23515314 | @GENE_PITX2 | PITX2 | 717 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS4 | PIAS4 | 749 | 5 | Gene | gene | Piasy
23515314 | @GENE_PIAS1 | PIAS1 | 759 | 5 | Gene | gene | Pias1
23515314 | @GENE_PITX2 | PITX2 | 811 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS4 | PIAS4 | 896 | 5 | Gene | gene | Piasy
23515314 | @GENE_PIAS1 | PIAS1 | 906 | 5 | Gene | gene | Pias1
23515314 | @GENE_PITX2 | PITX2 | 934 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS4 | PIAS4 | 949 | 5 | Gene | gene | Piasy
23515314 | @GENE_PITX2 | PITX2 | 974 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS1 | PIAS1 | 1052 | 5 | Gene | gene | Pias1
23515314 | @GENE_PITX2 | PITX2 | 1077 | 5 | Gene | gene | PITX2
23515314 | @GENE_PITX2 | PITX2 | 1111 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS4 | PIAS4 | 1201 | 5 | Gene | gene | Piasy
23515314 | @GENE_PITX2 | PITX2 | 1246 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS1 | PIAS1 | 1290 | 5 | Gene | gene | Pias1
23515314 | @GENE_PITX2 | PITX2 | 1321 | 5 | Gene | gene | PITX2
23515314 | @GENE_PITX2 | PITX2 | 1408 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS4 | PIAS4 | 1432 | 5 | Gene | gene | Piasy
23515314 | @GENE_PIAS1 | PIAS1 | 1442 | 5 | Gene | gene | Pias1
23515314 | @GENE_PIAS4 | PIAS4 | 1464 | 5 | Gene | gene | Piasy
23515314 | @GENE_PITX2 | PITX2 | 1510 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS4 | PIAS4 | 1548 | 5 | Gene | gene | Piasy
23515314 | @GENE_PIAS1 | PIAS1 | 1564 | 5 | Gene | gene | Pias1
23515314 | @GENE_PITX2 | PITX2 | 1584 | 5 | Gene | gene | PITX2
23515314 | @GENE_PIAS1 | PIAS1 | 1629 | 5 | Gene | gene | Pias1
23515314 | @GENE_PITX2 | PITX2 | 1681 | 5 | Gene | gene | PITX2
23515314 | @GENE_PITX2 | PITX2 | 1780 | 5 | Gene | gene | PITX2
23515314 | @GENE_LEF1 | LEF1 | 1790 | 5 | Gene | gene | Lef-1
23515314 | @GENE_PITX2 | PITX2 | 1801 | 5 | Gene | gene | PITX2
23515314 | @GENE_CTNNB1 | CTNNB1 | 1811 | 12 | Gene | gene | beta-catenin
23515314 | @GENE_LEF1 | LEF1 | 1825 | 5 | Gene | gene | Lef-1
23515314 | @GENE_CTNNB1 | CTNNB1 | 1832 | 12 | Gene | gene | beta-catenin
23515314 | @GENE_PITX2 | PITX2 | 1873 | 5 | Gene | gene | PITX2
23515314 | @GENE_PITX2 | PITX2 | 1934 | 5 | Gene | gene | PITX2
23704280 | @GENE_SIRT1 | SIRT1 | 42 | 5 | Gene | gene | SIRT1
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 66 | 22 | Disease | disease | lung cancer metastasis
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 169 | 22 | Disease | disease | lung cancer metastasis
23704280 | @GENE_SIRT1 | SIRT1 | 219 | 9 | Gene | gene | sirtuin 1
23704280 | @GENE_SIRT1 | SIRT1 | 230 | 5 | Gene | gene | SIRT1
23704280 | @GENE_SIRT1 | SIRT1 | 302 | 5 | Gene | gene | SIRT1
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 311 | 11 | Disease | disease | lung cancer
23704280 | @GENE_SIRT1 | SIRT1 | 372 | 5 | Gene | gene | SIRT1
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 394 | 11 | Disease | disease | lung cancer
23704280 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 462 | 10 | Disease | disease | metastasis
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 529 | 12 | Disease | disease | lung cancers
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 555 | 11 | Disease | disease | lung cancer
23704280 | @GENE_SIRT1 | SIRT1 | 721 | 5 | Gene | gene | SIRT1
23704280 | @GENE_SIRT1 | SIRT1 | 788 | 5 | Gene | gene | SIRT1
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 830 | 11 | Disease | disease | lung cancer
23704280 | @GENE_SIRT1 | SIRT1 | 891 | 5 | Gene | gene | SIRT1
23704280 | @CHEMICAL_Resveratrol | Resveratrol | 900 | 11 | Chemical | chemical | resveratrol
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 992 | 11 | Disease | disease | lung cancer
23704280 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1009 | 10 | Disease | disease | metastasis
23704280 | @DISEASE_Hypoxia | Hypoxia | 1029 | 7 | Disease | disease | Hypoxia
23704280 | @GENE_SIRT1 | SIRT1 | 1047 | 5 | Gene | gene | SIRT1
23704280 | @GENE_HIC1 | HIC1 | 1117 | 4 | Gene | gene | HIC1
23704280 | @GENE_SIRT1 | SIRT1 | 1129 | 5 | Gene | gene | SIRT1
23704280 | @GENE_UBE2I | UBE2I | 1234 | 4 | Gene | gene | Ubc9
23704280 | @GENE_PIAS4 | PIAS4 | 1242 | 5 | Gene | gene | PIASy
23704280 | @GENE_SIRT1 | SIRT1 | 1257 | 5 | Gene | gene | SIRT1
23704280 | @DISEASE_Neoplasms | Neoplasms | 1321 | 6 | Disease | disease | cancer
23704280 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1354 | 10 | Disease | disease | metastasis
23704280 | @GENE_SIRT1 | SIRT1 | 1376 | 5 | Gene | gene | SIRT1
23704280 | @GENE_PIAS4 | PIAS4 | 1405 | 5 | Gene | gene | PIASy
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 1463 | 12 | Disease | disease | lung cancers
23704280 | @GENE_SIRT1 | SIRT1 | 1546 | 5 | Gene | gene | SIRT1
23704280 | @DISEASE_Hypoxia | Hypoxia | 1571 | 7 | Disease | disease | hypoxia
23704280 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 1594 | 11 | Disease | disease | lung cancer
23843607 | @GENE_PIAS4 | PIAS4 | 0 | 5 | Gene | gene | PIASy
23843607 | @DISEASE_Hypoxia | Hypoxia | 15 | 7 | Disease | disease | hypoxia
