36232721 | @DISEASE_Liver_Failure | Liver Failure | 9 | 21 | Disease | disease | and Liver Homeostasis
24921432 | @GENE_CD14 | Cd14 | 1905 | 4 | Gene | gene | Cd14
24921432 | @GENE_ICAM1 | Icam1 | 1915 | 33 | Gene | gene | intercellular adhesion molecule-1
24921432 | @GENE_ICAM1 | Icam1 | 1950 | 5 | Gene | gene | Icam1
24921432 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1976 | 3 | Chemical | chemical | LPS
24921432 | @GENE_G6PC | G6pc | 2050 | 39 | Gene | gene | glucose-6-phosphatase catalytic subunit
24921432 | @GENE_G6PC | G6pc | 2091 | 4 | Gene | gene | G6pc
24921432 | @GENE_INSL3 | Insl3 | 2101 | 14 | Gene | gene | insulin-like 3
24921432 | @GENE_INSL3 | Insl3 | 2117 | 5 | Gene | gene | Insl3
24921432 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 2210 | 3 | Chemical | chemical | LPS
24921432 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 2286 | 3 | Chemical | chemical | LPS
24921432 | @DISEASE_Insulin_Resistance | Insulin Resistance | 2373 | 18 | Disease | disease | insulin resistance
24921432 | @DISEASE_Prediabetic_State | Prediabetic State | 2395 | 11 | Disease | disease | prediabetes
24921432 | @DISEASE_Periodontitis | Periodontitis | 2427 | 13 | Disease | disease | periodontitis
25013909 | @DISEASE_Neoplasms | Neoplasms | 36 | 5 | Disease | disease | tumor
25013909 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 61 | 5 | Disease | disease | SART3
25013909 | @GENE_CD40LG | Cd40lg | 68 | 5 | Gene | gene | CD40L
25013909 | @GENE_CSF2 | Csf2 | 79 | 6 | Gene | gene | GM-CSF
25013909 | @DISEASE_Neoplasms | Neoplasms | 149 | 5 | Disease | disease | tumor
25013909 | @DISEASE_Neoplasms | Neoplasms | 339 | 5 | Disease | disease | tumor
25013909 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 364 | 55 | Disease | disease | squamous cell carcinoma antigen recognized by T cells-3
25013909 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 421 | 5 | Disease | disease | SART3
25013909 | @GENE_CD40LG | Cd40lg | 438 | 5 | Gene | gene | CD40L
25013909 | @GENE_CSF2 | Csf2 | 449 | 48 | Gene | gene | granulocyte macrophage colony-stimulating factor
25013909 | @GENE_CSF2 | Csf2 | 499 | 6 | Gene | gene | GM-CSF
25013909 | @DISEASE_Neoplasms | Neoplasms | 542 | 5 | Disease | disease | tumor
25013909 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 882 | 17 | Disease | disease | colorectal cancer
25013909 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1055 | 10 | Disease | disease | metastasis
25013909 | @DISEASE_Carcinoma_Lewis_Lung | Carcinoma Lewis Lung | 1091 | 17 | Disease | disease | Lewis lung tumors
25013909 | @GENE_ITGAX | Itgax | 1325 | 5 | Gene | gene | CD11c
25013909 | @GENE_CD4 | Cd4 | 1340 | 3 | Gene | gene | CD4
25013909 | @GENE_CD8A | Cd8a | 1345 | 4 | Gene | gene | CD8a
25013909 | @DISEASE_Neoplasms | Neoplasms | 1364 | 6 | Disease | disease | tumors
25013909 | @GENE_CD4 | Cd4 | 1385 | 3 | Gene | gene | CD4
25013909 | @GENE_CD8A | Cd8a | 1393 | 4 | Gene | gene | CD8a
25013909 | @DISEASE_Neoplasms | Neoplasms | 1456 | 5 | Disease | disease | tumor
25013909 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 1508 | 5 | Disease | disease | SART3
25013909 | @GENE_CD40LG | Cd40lg | 1514 | 5 | Gene | gene | CD40L
25013909 | @GENE_CSF2 | Csf2 | 1520 | 6 | Gene | gene | GM-CSF
25013909 | @DISEASE_Neoplasms | Neoplasms | 1609 | 5 | Disease | disease | tumor
26871478 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 74 | 12 | Disease | disease | colon cancer
26871478 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 203 | 10 | Disease | disease | CRC tumors
26871478 | @DISEASE_Colonic_Neoplasms | Colonic Neoplasms | 264 | 12 | Disease | disease | colon tumors
26871478 | @DISEASE_Neoplasms | Neoplasms | 554 | 5 | Disease | disease | tumor
26871478 | @DISEASE_Neoplasms | Neoplasms | 713 | 5 | Disease | disease | tumor
26871478 | @GENE_HLA_S | HLA-S | 723 | 4 | Gene | gene | HLAs
26871478 | @GENE_CD8A | CD8A | 972 | 4 | Gene | gene | CD8A
26871478 | @DISEASE_Neoplasms | Neoplasms | 1048 | 6 | Disease | disease | tumors
26871478 | @DISEASE_Neoplasms | Neoplasms | 1227 | 6 | Disease | disease | tumors
26871478 | @DISEASE_Neoplasms | Neoplasms | 1340 | 11 | Disease | disease | CMS4 tumors
26871478 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1545 | 10 | Disease | disease | CRC tumors
27042761 | @CHEMICAL_Aluminum_Oxide | Aluminum Oxide | 106 | 14 | Chemical | chemical | aluminum oxide
27042761 | @CHEMICAL_Aluminum_Oxide | Aluminum Oxide | 136 | 14 | Chemical | chemical | Aluminum oxide
27042761 | @GENE_IL1B | Il1b | 998 | 8 | Gene | gene | IL-1beta
27042761 | @GENE_CXCL15 | Cxcl15 | 1008 | 4 | Gene | gene | IL-8
27042761 | @GENE_MCPT1 | Mcpt1 | 1017 | 5 | Gene | gene | MCP-1
27042761 | @GENE_CD80 | Cd80 | 1299 | 4 | Gene | gene | CD80
27042761 | @GENE_CD86 | Cd86 | 1308 | 4 | Gene | gene | CD86
27042761 | @GENE_CCR5 | Ccr5 | 1432 | 5 | Gene | gene | CD195
28242001 | @DISEASE_Escherichia_coli_Infections | Escherichia coli Infections | 1892 | 18 | Disease | disease | E. tarda infection
28455608 | @GENE_ITGAM | Itgam | 13 | 5 | Gene | gene | CD11b
28455608 | @GENE_ITGAM | Itgam | 32 | 5 | Gene | gene | CD11b
28455608 | @GENE_ITGA4 | Itga4 | 38 | 5 | Gene | gene | CD49d
28455608 | @DISEASE_Inflammation | Inflammation | 99 | 20 | Disease | disease | chronic inflammation
28455608 | @DISEASE_Neoplasms | Neoplasms | 278 | 6 | Disease | disease | cancer
28455608 | @DISEASE_Inflammation | Inflammation | 379 | 20 | Disease | disease | chronic inflammation
28455608 | @DISEASE_Carcinogenesis | Carcinogenesis | 450 | 14 | Disease | disease | carcinogenesis
28455608 | @DISEASE_Inflammation | Inflammation | 531 | 20 | Disease | disease | chronic inflammation
28455608 | @DISEASE_Chronic_Disease | Chronic Disease | 621 | 16 | Disease | disease | chronic diseases
28455608 | @GENE_CD1 | Cd1 | 652 | 4 | Gene | gene | CD-1
28455608 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 701 | 18 | Disease | disease | Adjuvant arthritis
28455608 | @CHEMICAL_monooxyethylene_trimethylolpropane_tristearate | monooxyethylene trimethylolpropane tristearate | 901 | 3 | Chemical | chemical | MTT
28455608 | @GENE_ITGAM | Itgam | 990 | 5 | Gene | gene | CD11b
28455608 | @GENE_ITGAM | Itgam | 1009 | 5 | Gene | gene | CD11b
28455608 | @GENE_ITGA4 | Itga4 | 1015 | 5 | Gene | gene | CD49d
28455608 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 1082 | 18 | Disease | disease | adjuvant arthritis
28455608 | @GENE_ITGAM | Itgam | 1140 | 5 | Gene | gene | CD11b
28455608 | @DISEASE_Arthritis_Experimental | Arthritis Experimental | 1178 | 18 | Disease | disease | adjuvant arthritis
28455608 | @GENE_SELL | Sell | 1212 | 5 | Gene | gene | CD62L
28455608 | @GENE_CCR5 | Ccr5 | 1222 | 5 | Gene | gene | CD195
28455608 | @GENE_ITGAM | Itgam | 1335 | 5 | Gene | gene | CD11b
28455608 | @GENE_ITGAM | Itgam | 1354 | 5 | Gene | gene | CD11b
28455608 | @GENE_ITGA4 | Itga4 | 1360 | 5 | Gene | gene | CD49d
28455608 | @DISEASE_Inflammation | Inflammation | 1458 | 20 | Disease | disease | chronic inflammation
28455608 | @DISEASE_Inflammation | Inflammation | 1524 | 20 | Disease | disease | chronic inflammation
28587645 | @DISEASE_Infections | Infections | 41 | 8 | Disease | disease | infected
28587645 | @DISEASE_Infections | Infections | 397 | 8 | Disease | disease | infected
28587645 | @DISEASE_Infections | Infections | 485 | 8 | Disease | disease | infected
28587645 | @DISEASE_Infections | Infections | 861 | 8 | Disease | disease | infected
28587645 | @CHEMICAL_Lipids | Lipids | 1080 | 5 | Chemical | chemical | lipid
28587645 | @DISEASE_Inflammation | Inflammation | 1195 | 12 | Disease | disease | inflammation
28587645 | @DISEASE_Infections | Infections | 1248 | 9 | Disease | disease | infection
28587645 | @DISEASE_Infections | Infections | 1318 | 10 | Disease | disease | infections
28587645 | @DISEASE_Infections | Infections | 1382 | 42 | Disease | disease | coagulase-positive Staphylococci infection
28587645 | @GENE_FOS | FOS | 1583 | 3 | Gene | gene | FOS
28587645 | @GENE_TNF | TNF | 1588 | 3 | Gene | gene | TNF
28587645 | @DISEASE_Mastitis | Mastitis | 1796 | 8 | Disease | disease | mastitis
28587645 | @GENE_CCL2 | CCL2 | 2074 | 4 | Gene | gene | CCL2
28587645 | @GENE_CXCL5 | CXCL5 | 2080 | 5 | Gene | gene | CXCL5
28587645 | @GENE_HCK | HCK | 2087 | 3 | Gene | gene | HCK
28587645 | @GENE_CCR1 | CCR1 | 2092 | 4 | Gene | gene | CCR1
28587645 | @GENE_BOLA_DQA2 | BOLA-DQA2 | 2139 | 9 | Gene | gene | BOLA-DQA2
28587645 | @GENE_BOLA_DQA1 | BOLA-DQA1 | 2150 | 9 | Gene | gene | BOLA-DQA1
28587645 | @GENE_F11R | F11R | 2161 | 4 | Gene | gene | F11R
28587645 | @GENE_ITGAL | ITGAL | 2167 | 5 | Gene | gene | ITGAL
28587645 | @GENE_CD86 | CD86 | 2174 | 4 | Gene | gene | CD86
28587645 | @GENE_CD8A | CD8A | 2226 | 4 | Gene | gene | CD8A
28587645 | @GENE_PDIA3 | PDIA3 | 2232 | 5 | Gene | gene | PDIA3
28587645 | @GENE_LGMN | LGMN | 2239 | 4 | Gene | gene | LGMN
28587645 | @GENE_IFI30 | IFI30 | 2245 | 5 | Gene | gene | IFI30
28587645 | @GENE_HSPA1A | HSPA1A | 2252 | 6 | Gene | gene | HSPA1A
28587645 | @GENE_TNF | TNF | 2302 | 3 | Gene | gene | TNF
28587645 | @GENE_CXCL8 | CXCL8 | 2307 | 3 | Gene | gene | IL8
28587645 | @GENE_IL18 | IL18 | 2312 | 4 | Gene | gene | IL18
28587645 | @GENE_NFKBIA | NFKBIA | 2318 | 6 | Gene | gene | NFKBIA
28670908 | @DISEASE_Rotavirus_Infections | Rotavirus Infections | 98 | 9 | Disease | disease | rotavirus
28670908 | @DISEASE_Rotavirus_Infections | Rotavirus Infections | 123 | 9 | Disease | disease | Rotavirus
28670908 | @DISEASE_Diarrhea | Diarrhea | 141 | 9 | Disease | disease | diarrhoea
28670908 | @DISEASE_Diarrhea | Diarrhea | 390 | 9 | Disease | disease | diarrhoea
28670908 | @DISEASE_Rotavirus_Infections | Rotavirus Infections | 525 | 19 | Disease | disease | rotavirus infection
28670908 | @GENE_TLR3 | Tlr3 | 939 | 5 | Gene | gene | TLR-3
28670908 | @GENE_NFKB1 | Nfkb1 | 976 | 9 | Gene | gene | NF-kappaB
28670908 | @DISEASE_Inflammation | Inflammation | 1045 | 12 | Disease | disease | inflammatory
28670908 | @DISEASE_Rotavirus_Infections | Rotavirus Infections | 1157 | 19 | Disease | disease | rotavirus infection
28670908 | @GENE_ITGAX | Itgax | 1219 | 5 | Gene | gene | CD11c
28670908 | @GENE_ITGAM | Itgam | 1225 | 5 | Gene | gene | CD11b
28670908 | @GENE_CD8A | Cd8a | 1231 | 4 | Gene | gene | CD8a
28670908 | @GENE_ITGAX | Itgax | 1273 | 5 | Gene | gene | CD11c
28670908 | @GENE_ITGAM | Itgam | 1279 | 5 | Gene | gene | CD11b
28670908 | @GENE_CD8A | Cd8a | 1285 | 4 | Gene | gene | CD8a
28670908 | @GENE_ITGAX | Itgax | 1379 | 5 | Gene | gene | CD11c
28670908 | @GENE_ITGAM | Itgam | 1385 | 5 | Gene | gene | CD11b
28670908 | @GENE_CD8A | Cd8a | 1391 | 4 | Gene | gene | CD8a
28670908 | @GENE_ITGAX | Itgax | 1433 | 5 | Gene | gene | CD11c
28670908 | @GENE_ITGAM | Itgam | 1439 | 5 | Gene | gene | CD11b
28670908 | @GENE_CD8A | Cd8a | 1445 | 4 | Gene | gene | CD8a
28670908 | @GENE_CD40 | Cd40 | 1639 | 4 | Gene | gene | CD40
28670908 | @GENE_CD80 | Cd80 | 1645 | 4 | Gene | gene | CD80
28670908 | @GENE_H2 | H2 | 1654 | 6 | Gene | gene | MHC-II
28670908 | @GENE_TLR3 | Tlr3 | 1772 | 5 | Gene | gene | TLR-3
28670908 | @GENE_NFKB1 | Nfkb1 | 1782 | 9 | Gene | gene | NF-kappaB
28670908 | @DISEASE_Inflammation | Inflammation | 1952 | 12 | Disease | disease | inflammatory
28670908 | @DISEASE_Rotavirus_Infections | Rotavirus Infections | 2184 | 19 | Disease | disease | rotavirus infection
28670908 | @GENE_IL6 | Il6 | 2239 | 4 | Gene | gene | IL-6
28670908 | @GENE_IL10 | Il10 | 2248 | 5 | Gene | gene | IL-10
28670908 | @DISEASE_Rotavirus_Infections | Rotavirus Infections | 2348 | 19 | Disease | disease | rotavirus infection
28670908 | @GENE_TLR3 | Tlr3 | 2674 | 5 | Gene | gene | TLR-3
28670908 | @GENE_NFKB1 | Nfkb1 | 2684 | 9 | Gene | gene | NF-kappaB
28670908 | @DISEASE_Inflammation | Inflammation | 2717 | 12 | Disease | disease | inflammatory
28853313 | @DISEASE_Neoplasms | Neoplasms | 252 | 6 | Disease | disease | cancer
28853313 | @GENE_ITGAX | ITGAX | 639 | 5 | Gene | gene | CD11c
28853313 | @GENE_CD80 | CD80 | 646 | 4 | Gene | gene | CD80
28853313 | @GENE_CD83 | CD83 | 652 | 4 | Gene | gene | CD83
28853313 | @GENE_CD86 | CD86 | 658 | 4 | Gene | gene | CD86
28853313 | @GENE_CD274 | CD274 | 664 | 5 | Gene | gene | CD274
28853313 | @GENE_CD80 | CD80 | 711 | 4 | Gene | gene | CD80
28853313 | @GENE_IL3RA | IL3RA | 717 | 5 | Gene | gene | CD123
28853313 | @GENE_CCR5 | CCR5 | 780 | 5 | Gene | gene | CD195
28853313 | @GENE_CD80 | CD80 | 913 | 4 | Gene | gene | CD80
28853313 | @GENE_CD83 | CD83 | 919 | 4 | Gene | gene | CD83
28853313 | @GENE_TLR2 | TLR2 | 978 | 4 | Gene | gene | TLR2
28853313 | @GENE_TLR1 | TLR1 | 987 | 4 | Gene | gene | TLR1
28853313 | @GENE_CCL4 | CCL4 | 1213 | 4 | Gene | gene | CCL4
28853313 | @GENE_CCL5 | CCL5 | 1219 | 4 | Gene | gene | CCL5
28853313 | @GENE_CCL22 | CCL22 | 1225 | 5 | Gene | gene | CCL22
28853313 | @GENE_CXCL8 | CXCL8 | 1232 | 5 | Gene | gene | CXCL8
28853313 | @GENE_IL6 | IL6 | 1239 | 4 | Gene | gene | IL-6
28853313 | @GENE_TNF | TNF | 1258 | 9 | Gene | gene | TNF-alpha
30031032 | @GENE_ANXA5 | Anxa5 | 661 | 9 | Gene | gene | annexin V
30031032 | @GENE_OPA1 | Opa1 | 765 | 4 | Gene | gene | OPA1
30031032 | @GENE_CRMP1 | Crmp1 | 774 | 4 | Gene | gene | DRP1
30031032 | @GENE_ATG5 | Atg5 | 795 | 4 | Gene | gene | ATG5
30031032 | @GENE_MAP1LC3A | Map1lc3a | 913 | 3 | Gene | gene | LC3
30031032 | @GENE_MAP1LC3B | Map1lc3b | 922 | 4 | Gene | gene | LC3B
30031032 | @GENE_IFNG | Ifng | 1188 | 9 | Gene | gene | IFN-gamma
30031032 | @GENE_CCL3 | Ccl3 | 1202 | 10 | Gene | gene | MIP-1alpha
30031032 | @GENE_CCR5 | Ccr5 | 1327 | 5 | Gene | gene | CD195
30031032 | @GENE_CXCR2 | Cxcr2 | 1337 | 5 | Gene | gene | CXCR2
30031032 | @GENE_ICAM1 | Icam1 | 1370 | 4 | Gene | gene | CD54
30031032 | @GENE_CD40 | Cd40 | 1483 | 4 | Gene | gene | CD40
30031032 | @GENE_CD80 | Cd80 | 1493 | 4 | Gene | gene | CD80
30031032 | @GENE_CD86 | Cd86 | 1548 | 4 | Gene | gene | CD86
30038050 | @DISEASE_Osteosarcoma | Osteosarcoma | 75 | 12 | Disease | disease | Osteosarcoma
30038050 | @DISEASE_Osteosarcoma | Osteosarcoma | 130 | 12 | Disease | disease | osteosarcoma
30038050 | @GENE_HLA_A | HLA-A | 249 | 3 | Gene | gene | HLA
30038050 | @DISEASE_Neoplasms | Neoplasms | 290 | 7 | Disease | disease | cancers
30038050 | @GENE_HLA_A | HLA-A | 321 | 3 | Gene | gene | HLA
30038050 | @DISEASE_Osteosarcoma | Osteosarcoma | 427 | 12 | Disease | disease | osteosarcoma
30038050 | @GENE_HLA_C | HLA-C | 584 | 3 | Gene | gene | MHC
30038050 | @GENE_HLA_A | HLA-A | 638 | 3 | Gene | gene | HLA
30038050 | @GENE_HLA_A | HLA-A | 725 | 3 | Gene | gene | HLA
30038050 | @DISEASE_Osteosarcoma | Osteosarcoma | 1077 | 12 | Disease | disease | osteosarcoma
30038050 | @GENE_HLA_DQA1 | HLA-DQA1 | 1171 | 8 | Gene | gene | HLA-DQA1
30038050 | @GENE_HLA_DQB1 | HLA-DQB1 | 1213 | 8 | Gene | gene | HLA-DQB1
30038050 | @GENE_HLA_DQA1 | HLA-DQA1 | 1613 | 8 | Gene | gene | HLA-DQA1
30038050 | @GENE_HLA_DQB1 | HLA-DQB1 | 1704 | 8 | Gene | gene | HLA-DQB1
30038050 | @DISEASE_Osteosarcoma | Osteosarcoma | 1824 | 12 | Disease | disease | osteosarcoma
30038050 | @DISEASE_Osteosarcoma | Osteosarcoma | 2069 | 12 | Disease | disease | osteosarcoma
30038050 | @DISEASE_Neoplasms | Neoplasms | 2123 | 6 | Disease | disease | Cancer
31646061 | @DISEASE_Uveal_melanoma | Uveal melanoma | 31 | 15 | Disease | disease | uveal melanomas
31646061 | @DISEASE_Neoplasms | Neoplasms | 52 | 5 | Disease | disease | tumor
31646061 | @DISEASE_Neoplasms | Neoplasms | 105 | 7 | Disease | disease | cancers
31646061 | @DISEASE_Neoplasms | Neoplasms | 130 | 5 | Disease | disease | tumor
31646061 | @DISEASE_Uveal_melanoma | Uveal melanoma | 171 | 14 | Disease | disease | uveal melanoma
31646061 | @DISEASE_Uveal_melanoma | Uveal melanoma | 484 | 21 | Disease | disease | uveal melanoma tumors
31646061 | @DISEASE_Neoplasms | Neoplasms | 564 | 6 | Disease | disease | Tumors
31646061 | @GENE_CD8A | CD8A | 616 | 4 | Gene | gene | CD8A
31646061 | @GENE_IFNG | IFNG | 638 | 4 | Gene | gene | IFNG
31646061 | @GENE_TGFB1 | TGFB1 | 644 | 5 | Gene | gene | TGFB1
31646061 | @GENE_FOXP3 | FOXP3 | 655 | 5 | Gene | gene | FOXP3
31646061 | @CHEMICAL_Indomethacin | Indomethacin | 849 | 4 | Chemical | chemical | INDO
31646061 | @GENE_CTLA4 | CTLA4 | 862 | 5 | Gene | gene | CTLA4
31646061 | @GENE_LAG3 | LAG3 | 873 | 4 | Gene | gene | LAG3
31646061 | @GENE_CD8A | CD8A | 923 | 3 | Gene | gene | CD8
31646061 | @GENE_HLA_E | HLA-E | 948 | 5 | Gene | gene | HLA-E
31646061 | @DISEASE_Neoplasms | Neoplasms | 984 | 6 | Disease | disease | tumors
31646061 | @GENE_FAS | FAS | 1002 | 3 | Gene | gene | FAS
31646061 | @GENE_CCL4 | CCL4 | 1063 | 4 | Gene | gene | CCL4
31646061 | @GENE_CCL5 | CCL5 | 1069 | 4 | Gene | gene | CCL5
31646061 | @GENE_CCL20 | CCL20 | 1079 | 5 | Gene | gene | CCL20
31646061 | @DISEASE_Neoplasms | Neoplasms | 1100 | 6 | Disease | disease | tumors
31646061 | @GENE_CCL5 | CCL5 | 1128 | 4 | Gene | gene | CCL5
31646061 | @GENE_CD8A | CD8A | 1178 | 5 | Gene | gene | CD8A.
31646061 | @DISEASE_Uveal_melanoma | Uveal melanoma | 1262 | 21 | Disease | disease | uveal melanoma tumors
31646061 | @DISEASE_Neoplasms | Neoplasms | 1341 | 5 | Disease | disease | tumor
31646061 | @GENE_CD8A | CD8A | 1387 | 3 | Gene | gene | CD8
31646061 | @DISEASE_Uveal_melanoma | Uveal melanoma | 1457 | 14 | Disease | disease | uveal melanoma
32816604 | @GENE_ATG5 | Atg5 | 19 | 4 | Gene | gene | ATG5
32816604 | @DISEASE_Respiratory_Syncytial_Virus_Infections | Respiratory Syncytial Virus Infections | 108 | 37 | Disease | disease | respiratory syncytial virus infection
32816604 | @DISEASE_Respiratory_Tract_Infections | Respiratory Tract Infections | 203 | 28 | Disease | disease | respiratory tract infections
32816604 | @GENE_ATG5 | Atg5 | 539 | 4 | Gene | gene | ATG5
32816604 | @GENE_ATG5 | Atg5 | 572 | 4 | Gene | gene | Atg5
32816604 | @GENE_CD8A | Cd8a | 626 | 4 | Gene | gene | CD8A
32816604 | @GENE_ATG5 | Atg5 | 756 | 4 | Gene | gene | Atg5
32816604 | @GENE_ATG5 | Atg5 | 823 | 4 | Gene | gene | Atg5
32816604 | @GENE_AKT1 | Akt1 | 909 | 3 | Gene | gene | AKT
32816604 | @GENE_MTOR | Mtor | 913 | 4 | Gene | gene | MTOR
32816604 | @GENE_RPS6KB1 | Rps6kb1 | 918 | 7 | Gene | gene | RPS6KB1
32816604 | @GENE_CD8A | Cd8a | 1068 | 4 | Gene | gene | CD8A
32816604 | @GENE_ATG5 | Atg5 | 1187 | 4 | Gene | gene | ATG5
32816604 | @CHEMICAL_Deoxyglucose | Deoxyglucose | 1413 | 4 | Chemical | chemical | 2-DG
32816604 | @CHEMICAL_Deoxyglucose | Deoxyglucose | 1419 | 14 | Chemical | chemical | 2-deoxyglucose
32816604 | @GENE_AAK1 | Aak1 | 1435 | 4 | Gene | gene | AAK1
32816604 | @GENE_AAK1 | Aak1 | 1441 | 23 | Gene | gene | AP2 associated kinase 1
32816604 | @GENE_AKT1 | Akt1 | 1466 | 3 | Gene | gene | AKT
32816604 | @GENE_AKT1 | Akt1 | 1471 | 3 | Gene | gene | AKT
32816604 | @GENE_MAP3K10 | Map3k10 | 1475 | 23 | Gene | gene | serine/threonine kinase
32816604 | @CHEMICAL_Adenosine_Triphosphate | Adenosine Triphosphate | 1541 | 3 | Chemical | chemical | ATP
32816604 | @CHEMICAL_Adenosine_Triphosphate | Adenosine Triphosphate | 1546 | 22 | Chemical | chemical | adenosine triphosphate
32816604 | @GENE_CSF2 | CSF2 | 1633 | 4 | Gene | gene | CSF2
32816604 | @GENE_CSF2 | CSF2 | 1638 | 6 | Gene | gene | GM-CSF
32816604 | @GENE_CSF2 | CSF2 | 1646 | 27 | Gene | gene | colony-stimulating factor 2
32816604 | @GENE_HIF1A | Hif1a | 1930 | 5 | Gene | gene | HIF1A
32816604 | @GENE_HIF1A | Hif1a | 1937 | 32 | Gene | gene | hypoxia-inducible factor 1 alpha
32816604 | @GENE_IFNG | Ifng | 1971 | 4 | Gene | gene | IFNG
32816604 | @GENE_IFNG | Ifng | 1977 | 16 | Gene | gene | interferon-gamma
32816604 | @GENE_ITGAX | Itgax | 2012 | 5 | Gene | gene | ITGAX
32816604 | @GENE_ITGAX | Itgax | 2019 | 16 | Gene | gene | integrin alpha X
32816604 | @GENE_MAP1LC3B | Map1lc3b | 2037 | 7 | Gene | gene | MAP1LC3
32816604 | @GENE_MAP1LC3A | Map1lc3a | 2045 | 3 | Gene | gene | LC3
32816604 | @GENE_MAP1LC3B | Map1lc3b | 2098 | 8 | Gene | gene | MAP1LC3B
32816604 | @GENE_MAP1LC3B | MAP1LC3B | 2107 | 4 | Gene | gene | LC3B
32816604 | @GENE_MAP1LC3B | MAP1LC3B | 2113 | 51 | Gene | gene | microtubule-associated protein 1 light chain 3 beta
32816604 | @GENE_ORC1 | ORC1 | 2205 | 6 | Gene | gene | MTORC1
32816604 | @CHEMICAL_Lead | Lead | 2261 | 3 | Chemical | chemical | PBS
32816604 | @GENE_DHX58 | DHX58 | 2319 | 3 | Gene | gene | RLR
32816604 | @GENE_RPS6KB1 | RPS6KB1 | 2434 | 7 | Gene | gene | RPS6KB1
34011522 | @DISEASE_Autoimmune_Hypophysitis | Autoimmune Hypophysitis | 42 | 23 | Disease | disease | Autoimmune Hypophysitis
34011522 | @DISEASE_Autoimmune_Hypophysitis | Autoimmune Hypophysitis | 67 | 23 | Disease | disease | Autoimmune hypophysitis
34011522 | @DISEASE_Hypophysitis | Hypophysitis | 307 | 12 | Disease | disease | hypophysitis
34011522 | @DISEASE_Hypophysitis | Hypophysitis | 439 | 20 | Disease | disease | primary hypophysitis
34011522 | @GENE_CD4 | Cd4 | 480 | 3 | Gene | gene | CD4
34011522 | @DISEASE_Hypophysitis | Hypophysitis | 712 | 12 | Disease | disease | hypophysitis
34011522 | @CHEMICAL_Formaldehyde | Formaldehyde | 756 | 8 | Chemical | chemical | formalin
34011522 | @CHEMICAL_Paraffin | Paraffin | 771 | 8 | Chemical | chemical | paraffin
34011522 | @DISEASE_Hypophysitis | Hypophysitis | 817 | 12 | Disease | disease | hypophysitis
34011522 | @DISEASE_Hypophysitis | Hypophysitis | 858 | 12 | Disease | disease | hypophysitis
34011522 | @DISEASE_Adenoma | Adenoma | 932 | 7 | Disease | disease | adenoma
34011522 | @GENE_IFNG | IFNG | 1009 | 9 | Gene | gene | IFN-gamma
34011522 | @GENE_IL17A | IL17A | 1020 | 6 | Gene | gene | IL-17A
34011522 | @GENE_IL4 | IL4 | 1028 | 4 | Gene | gene | IL-4
34011522 | @GENE_IL10 | IL10 | 1034 | 5 | Gene | gene | IL-10
34011522 | @GENE_TGFB1 | TGFB1 | 1041 | 8 | Gene | gene | TGF-beta
34011522 | @GENE_CD4 | CD4 | 1051 | 3 | Gene | gene | CD4
34011522 | @GENE_CD8A | CD8A | 1056 | 8 | Gene | gene | CD8alpha
34011522 | @DISEASE_Hypophysitis | Hypophysitis | 1203 | 12 | Disease | disease | hypophysitis
