31679624 | @GENE_CLCN3 | Clcn3 | 0 | 5 | Gene | gene | ClC-3
32151676 | @GENE_LOC101795904 | LOC101795904 | 931 | 4 | Gene | gene | IRF7
32151676 | @GENE_LOC101795904 | LOC101795904 | 1152 | 4 | Gene | gene | IRF7
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 0 | 15 | Disease | disease | Alopecia Areata
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 124 | 15 | Disease | disease | Alopecia areata
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 141 | 2 | Disease | disease | AA
36670997 | @DISEASE_Alopecia | Alopecia | 205 | 9 | Disease | disease | hair loss
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 242 | 2 | Disease | disease | AA
36670997 | @DISEASE_Skin_Diseases | Skin Diseases | 435 | 13 | Disease | disease | skin diseases
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 506 | 2 | Disease | disease | AA
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 661 | 2 | Disease | disease | AA
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 724 | 2 | Disease | disease | AA
36670997 | @GENE_MICA | MICA | 739 | 27 | Gene | gene | MHC class I chain-related A
36670997 | @GENE_MICA | MICA | 768 | 4 | Gene | gene | MICA
36670997 | @GENE_KLRK1 | KLRK1 | 833 | 5 | Gene | gene | NKG2D
36670997 | @GENE_IFNG | IFNG | 975 | 9 | Gene | gene | IFN-gamma
36670997 | @GENE_JAK1 | JAK1 | 1001 | 4 | Gene | gene | JAK1
36670997 | @GENE_JAK2 | JAK2 | 1010 | 4 | Gene | gene | JAK2
36670997 | @GENE_KEAP1 | KEAP1 | 1047 | 5 | Gene | gene | KEAP1
36670997 | @GENE_NFE2L2 | NFE2L2 | 1053 | 4 | Gene | gene | NRF2
36670997 | @GENE_ATG5 | ATG5 | 1154 | 4 | Gene | gene | ATG5
36670997 | @GENE_MAP1LC3B | MAP1LC3B | 1163 | 4 | Gene | gene | LC3B
36670997 | @GENE_NUP62 | NUP62 | 1206 | 3 | Gene | gene | p62
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1292 | 2 | Disease | disease | AA
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1326 | 2 | Disease | disease | AA
36670997 | @CHEMICAL_Malondialdehyde | Malondialdehyde | 1339 | 15 | Chemical | chemical | malondialdehyde
36670997 | @CHEMICAL_Malondialdehyde | Malondialdehyde | 1356 | 3 | Chemical | chemical | MDA
36670997 | @CHEMICAL_Glycation_End_Products_Advanced | Glycation End Products Advanced | 1362 | 31 | Chemical | chemical | advanced glycation end-products
36670997 | @CHEMICAL_Glycation_End_Products_Advanced | Glycation End Products Advanced | 1395 | 4 | Chemical | chemical | AGEs
36670997 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1491 | 2 | Disease | disease | AA
38023123 | @GENE_CD44 | CD44 | 24 | 4 | Gene | gene | CD44
38023123 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 110 | 22 | Disease | disease | acute myeloid leukemia
38023123 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 143 | 22 | Disease | disease | Acute myeloid leukemia
38023123 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 167 | 3 | Disease | disease | AML
38023123 | @GENE_FLT3 | FLT3 | 245 | 4 | Gene | gene | FLT3
38023123 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 254 | 3 | Disease | disease | AML
38023123 | @GENE_TXK | TXK | 336 | 15 | Gene | gene | tyrosine kinase
38023123 | @GENE_FLT3 | FLT3 | 431 | 4 | Gene | gene | FLT3
38023123 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 440 | 3 | Disease | disease | AML
38023123 | @GENE_CD44 | CD44 | 738 | 4 | Gene | gene | CD44
38023123 | @GENE_SOCS1 | SOCS1 | 1184 | 5 | Gene | gene | SOCS1
38023123 | @GENE_SOCS3 | SOCS3 | 1190 | 5 | Gene | gene | SOCS3
38023123 | @GENE_PIAS2 | PIAS2 | 1196 | 5 | Gene | gene | PIAS2
38023123 | @GENE_TYK2 | TYK2 | 1385 | 4 | Gene | gene | TYK2
38023123 | @GENE_STAT4 | STAT4 | 1390 | 5 | Gene | gene | STAT4
38023123 | @GENE_FLT3 | FLT3 | 1447 | 4 | Gene | gene | FLT3
38023123 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 1456 | 3 | Disease | disease | AML
38023123 | @GENE_CD44 | CD44 | 1612 | 4 | Gene | gene | CD44
38023123 | @GENE_FLT3 | FLT3 | 1759 | 4 | Gene | gene | FLT3
38023123 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 1768 | 3 | Disease | disease | AML
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 60 | 29 | Disease | disease | triple-negative breast cancer
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 91 | 29 | Disease | disease | Triple-negative breast cancer
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 122 | 4 | Disease | disease | TNBC
38286854 | @GENE_ESR1 | ESR1 | 232 | 17 | Gene | gene | estrogen receptor
38286854 | @GENE_EREG | EREG | 251 | 2 | Gene | gene | ER
38286854 | @GENE_PGR | PGR | 256 | 21 | Gene | gene | progesterone receptor
38286854 | @GENE_PGR | PGR | 279 | 2 | Gene | gene | PR
38286854 | @GENE_ERBB2 | ERBB2 | 294 | 34 | Gene | gene | epidermal growth factor receptor 2
38286854 | @GENE_ERBB2 | ERBB2 | 330 | 4 | Gene | gene | HER2
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 546 | 4 | Disease | disease | TNBC
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 657 | 4 | Disease | disease | TNBC
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 669 | 4 | Disease | disease | TNBC
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 1084 | 4 | Disease | disease | TNBC
38286854 | @DISEASE_Neoplasms | Neoplasms | 1231 | 5 | Disease | disease | tumor
38286854 | @DISEASE_Neoplasms | Neoplasms | 1261 | 5 | Disease | disease | tumor
38286854 | @CHEMICAL_Bortezomib | Bortezomib | 1362 | 10 | Chemical | chemical | bortezomib
38286854 | @CHEMICAL_carfilzomib | carfilzomib | 1374 | 11 | Chemical | chemical | carfilzomib
38286854 | @CHEMICAL_Cisplatin | Cisplatin | 1387 | 9 | Chemical | chemical | cisplatin
38286854 | @CHEMICAL_delanzomib | delanzomib | 1398 | 10 | Chemical | chemical | delanzomib
38286854 | @CHEMICAL_Docetaxel | Docetaxel | 1410 | 9 | Chemical | chemical | docetaxel
38286854 | @CHEMICAL_epoxomicin | epoxomicin | 1421 | 10 | Chemical | chemical | epoxomicin
38286854 | @CHEMICAL_MLN2238 | MLN2238 | 1433 | 8 | Chemical | chemical | MLN-2238
38286854 | @CHEMICAL_ixazomib | ixazomib | 1443 | 8 | Chemical | chemical | MLN-9708
38286854 | @CHEMICAL_nedaplatin | nedaplatin | 1457 | 10 | Chemical | chemical | nedaplatin
38286854 | @CHEMICAL_Bortezomib | Bortezomib | 1503 | 10 | Chemical | chemical | bortezomib
38286854 | @CHEMICAL_delanzomib | delanzomib | 1515 | 10 | Chemical | chemical | delanzomib
38286854 | @CHEMICAL_epoxomicin | epoxomicin | 1531 | 10 | Chemical | chemical | epoxomicin
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 1571 | 4 | Disease | disease | TNBC
38286854 | @CHEMICAL_Bortezomib | Bortezomib | 1592 | 10 | Chemical | chemical | bortezomib
38286854 | @CHEMICAL_delanzomib | delanzomib | 1607 | 10 | Chemical | chemical | delanzomib
38286854 | @CHEMICAL_Bortezomib | Bortezomib | 1756 | 10 | Chemical | chemical | bortezomib
38286854 | @CHEMICAL_nedaplatin | nedaplatin | 1767 | 10 | Chemical | chemical | nedaplatin
38286854 | @CHEMICAL_epoxomicin | epoxomicin | 1782 | 10 | Chemical | chemical | epoxomicin
38286854 | @CHEMICAL_Epirubicin | Epirubicin | 1793 | 10 | Chemical | chemical | epirubicin
38286854 | @CHEMICAL_Bortezomib | Bortezomib | 1923 | 10 | Chemical | chemical | bortezomib
38286854 | @CHEMICAL_nedaplatin | nedaplatin | 1934 | 10 | Chemical | chemical | nedaplatin
38286854 | @CHEMICAL_Carboplatin | Carboplatin | 1949 | 11 | Chemical | chemical | carboplatin
38286854 | @CHEMICAL_Paclitaxel | Paclitaxel | 1961 | 10 | Chemical | chemical | paclitaxel
38286854 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 2011 | 12 | Disease | disease | metastasized
38286854 | @CHEMICAL_Platinum | Platinum | 2103 | 8 | Chemical | chemical | platinum
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 2207 | 4 | Disease | disease | TNBC
38286854 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 2312 | 4 | Disease | disease | TNBC
38354486 | @DISEASE_COVID_19 | COVID-19 | 11 | 8 | Disease | disease | COVID 19
38354486 | @DISEASE_COVID_19 | COVID-19 | 199 | 8 | Disease | disease | COVID-19
38354486 | @DISEASE_Virus_Diseases | Virus Diseases | 275 | 15 | Disease | disease | viral infection
38354486 | @DISEASE_COVID_19 | COVID-19 | 730 | 8 | Disease | disease | COVID-19
38354486 | @GENE_IL6 | IL6 | 913 | 4 | Gene | gene | IL-6
38354486 | @DISEASE_COVID_19 | COVID-19 | 989 | 8 | Disease | disease | COVID-19
38354486 | @DISEASE_COVID_19 | COVID-19 | 1113 | 8 | Disease | disease | COVID-19
38354486 | @DISEASE_COVID_19 | COVID-19 | 1343 | 8 | Disease | disease | COVID-19
38366110 | @DISEASE_COVID_19 | COVID-19 | 28 | 8 | Disease | disease | Covid-19
38366110 | @DISEASE_COVID_19 | COVID-19 | 186 | 8 | Disease | disease | Covid-19
38366110 | @DISEASE_COVID_19 | COVID-19 | 205 | 8 | Disease | disease | Covid-19
38366110 | @DISEASE_COVID_19 | COVID-19 | 673 | 8 | Disease | disease | Covid-19
38366110 | @DISEASE_COVID_19 | COVID-19 | 784 | 8 | Disease | disease | Covid-19
38366110 | @GENE_IL18R1 | IL18R1 | 1046 | 17 | Gene | gene | cytokine receptor
38366110 | @DISEASE_COVID_19 | COVID-19 | 1415 | 8 | Disease | disease | Covid-19
38371751 | @GENE_TYK2 | TYK2 | 119 | 17 | Gene | gene | Tyrosine Kinase 2
38371751 | @GENE_TYK2 | TYK2 | 138 | 4 | Gene | gene | TYK2
38371751 | @GENE_TYK2 | TYK2 | 145 | 17 | Gene | gene | Tyrosine kinase 2
38371751 | @GENE_TYK2 | TYK2 | 164 | 4 | Gene | gene | TYK2
38371751 | @GENE_JAK1 | JAK1 | 275 | 4 | Gene | gene | JAK1
38371751 | @GENE_JAK2 | JAK2 | 281 | 4 | Gene | gene | JAK2
38371751 | @GENE_JAK3 | JAK3 | 291 | 4 | Gene | gene | JAK3
38371751 | @GENE_TYK2 | TYK2 | 326 | 4 | Gene | gene | TYK2
38371751 | @DISEASE_Inflammation | Inflammation | 358 | 21 | Disease | disease | inflammatory diseases
38371751 | @DISEASE_COVID_19 | COVID-19 | 423 | 18 | Disease | disease | COVID-19 infection
38371751 | @DISEASE_Death | Death | 536 | 5 | Disease | disease | death
38371751 | @GENE_TYK2 | TYK2 | 603 | 4 | Gene | gene | TYK2
38371751 | @GENE_TYK2 | TYK2 | 654 | 4 | Gene | gene | TYK2
38371751 | @GENE_TYK2 | TYK2 | 707 | 4 | Gene | gene | TYK2
38371751 | @CHEMICAL_Oligonucleotides | Oligonucleotides | 741 | 16 | Chemical | chemical | oligonucleotides
38371751 | @GENE_TYK2 | TYK2 | 803 | 4 | Gene | gene | TYK2
38371751 | @GENE_TYK2 | TYK2 | 967 | 4 | Gene | gene | TYK2
38371751 | @CHEMICAL_Guanine | Guanine | 1215 | 7 | Chemical | chemical | guanine
38371751 | @CHEMICAL_Uridine | Uridine | 1226 | 7 | Chemical | chemical | uridine
38371751 | @GENE_FER | FER | 1281 | 4 | Gene | gene | TYK3
38371751 | @CHEMICAL_Guanine | Guanine | 1623 | 7 | Chemical | chemical | guanine
38371751 | @CHEMICAL_Uranium | Uranium | 1670 | 1 | Chemical | chemical | U
38371751 | @CHEMICAL_Adenine | Adenine | 1730 | 7 | Chemical | chemical | adenine
38391212 | @CHEMICAL_baricitinib | baricitinib | 33 | 11 | Chemical | chemical | baricitinib
38391212 | @DISEASE_Alopecia_Areata | Alopecia Areata | 69 | 15 | Disease | disease | alopecia areata
38391212 | @CHEMICAL_baricitinib | baricitinib | 190 | 11 | Chemical | chemical | baricitinib
38391212 | @DISEASE_Alopecia_Areata | Alopecia Areata | 213 | 15 | Disease | disease | alopecia areata
38391212 | @DISEASE_Alopecia_Areata | Alopecia Areata | 230 | 2 | Disease | disease | AA
38391212 | @DISEASE_Alopecia_Areata | Alopecia Areata | 348 | 2 | Disease | disease | AA
38391212 | @CHEMICAL_baricitinib | baricitinib | 399 | 11 | Chemical | chemical | baricitinib
38391212 | @DISEASE_Alopecia_Areata | Alopecia Areata | 422 | 2 | Disease | disease | AA
38391212 | @DISEASE_Alopecia | Alopecia | 572 | 8 | Disease | disease | Alopecia
38391212 | @DISEASE_Alopecia | Alopecia | 612 | 15 | Disease | disease | scalp hair loss
38391212 | @CHEMICAL_baricitinib | baricitinib | 686 | 11 | Chemical | chemical | baricitinib
38391212 | @CHEMICAL_baricitinib | baricitinib | 885 | 11 | Chemical | chemical | baricitinib
38391212 | @DISEASE_Alopecia | Alopecia | 1225 | 15 | Disease | disease | scalp hair loss
38391212 | @CHEMICAL_baricitinib | baricitinib | 1310 | 11 | Chemical | chemical | baricitinib
38391212 | @CHEMICAL_baricitinib | baricitinib | 1339 | 11 | Chemical | chemical | baricitinib
38391212 | @DISEASE_COVID_19 | COVID-19 | 1669 | 8 | Disease | disease | COVID-19
38391212 | @DISEASE_Respiratory_Tract_Infections | Respiratory Tract Infections | 1679 | 33 | Disease | disease | upper respiratory tract infection
38391212 | @DISEASE_Headache | Headache | 1714 | 8 | Disease | disease | headache
38391212 | @DISEASE_Nasopharyngitis | Nasopharyngitis | 1724 | 15 | Disease | disease | nasopharyngitis
38391212 | @DISEASE_Acne_Vulgaris | Acne Vulgaris | 1741 | 4 | Disease | disease | acne
38391212 | @DISEASE_Urinary_Tract_Infections | Urinary Tract Infections | 1747 | 23 | Disease | disease | urinary tract infection
38391212 | @CHEMICAL_baricitinib | baricitinib | 1821 | 11 | Chemical | chemical | Baricitinib
38391212 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1925 | 2 | Disease | disease | AA
38395305 | @GENE_SH2D3A | SH2D3A | 9 | 4 | Gene | gene | nsp1
38395305 | @GENE_STAT1 | STAT1 | 27 | 5 | Gene | gene | STAT1
38395305 | @GENE_JAK1 | JAK1 | 99 | 4 | Gene | gene | JAK1
38395305 | @GENE_STAT1 | STAT1 | 119 | 5 | Gene | gene | STAT1
38395305 | @GENE_CREBBP | CREBBP | 150 | 3 | Gene | gene | CBP
38395305 | @DISEASE_Diarrhea | Diarrhea | 263 | 8 | Disease | disease | diarrhea
38395305 | @DISEASE_Vomiting | Vomiting | 273 | 8 | Disease | disease | vomiting
38395305 | @DISEASE_Dehydration | Dehydration | 283 | 11 | Disease | disease | dehydration
38395305 | @GENE_IFNA1 | IFNA1 | 476 | 10 | Gene | gene | interferon
38395305 | @GENE_IFNA1 | IFNA1 | 488 | 3 | Gene | gene | IFN
38395305 | @GENE_IFNA1 | IFNA1 | 609 | 3 | Gene | gene | IFN
38395305 | @GENE_SH2D3A | SH2D3A | 664 | 4 | Gene | gene | nsp1
38395305 | @GENE_IFNA1 | IFNA1 | 696 | 3 | Gene | gene | IFN
38395305 | @GENE_SH2D3A | SH2D3A | 719 | 4 | Gene | gene | nsp1
38395305 | @GENE_STAT1 | STAT1 | 746 | 50 | Gene | gene | signal transducer and activator of transcription 1
38395305 | @GENE_STAT1 | STAT1 | 798 | 5 | Gene | gene | STAT1
38395305 | @GENE_JAK1 | JAK1 | 833 | 14 | Gene | gene | Janus kinase 1
38395305 | @GENE_JAK1 | JAK1 | 849 | 4 | Gene | gene | JAK1
38395305 | @GENE_SH2D3A | SH2D3A | 902 | 4 | Gene | gene | nsp1
38395305 | @GENE_JAK1 | JAK1 | 915 | 4 | Gene | gene | JAK1
38395305 | @GENE_JAK1 | JAK1 | 980 | 4 | Gene | gene | JAK1
38395305 | @GENE_SH2D3A | SH2D3A | 1057 | 4 | Gene | gene | nsp1
38395305 | @GENE_CREBBP | CREBBP | 1070 | 20 | Gene | gene | CREB-binding protein
38395305 | @GENE_CREBBP | CREBBP | 1092 | 3 | Gene | gene | CBP
38395305 | @GENE_STAT1 | STAT1 | 1161 | 5 | Gene | gene | STAT1
38395305 | @GENE_STAT1 | STAT1 | 1199 | 5 | Gene | gene | STAT1
38395305 | @GENE_STAT1 | STAT1 | 1236 | 5 | Gene | gene | STAT1
38395305 | @GENE_SH2D3A | SH2D3A | 1375 | 4 | Gene | gene | nsp1
38395305 | @GENE_SH2D3A | SH2D3A | 1534 | 4 | Gene | gene | nsp1
38486196 | @DISEASE_603663 | 603663 | 0 | 13 | Disease | disease | Mental health
38486196 | @DISEASE_COVID_19 | COVID-19 | 38 | 8 | Disease | disease | COVID-19
38486196 | @DISEASE_COVID_19 | COVID-19 | 131 | 8 | Disease | disease | COVID-19
38486196 | @DISEASE_603663 | 603663 | 503 | 13 | Disease | disease | mental health
38486196 | @DISEASE_COVID_19 | COVID-19 | 610 | 8 | Disease | disease | COVID-19
38486196 | @DISEASE_COVID_19 | COVID-19 | 691 | 8 | Disease | disease | COVID-19
38486196 | @DISEASE_603663 | 603663 | 780 | 13 | Disease | disease | mental health
38486196 | @DISEASE_COVID_19 | COVID-19 | 836 | 8 | Disease | disease | COVID-19
38486196 | @DISEASE_603663 | 603663 | 1266 | 13 | Disease | disease | mental health
38486196 | @DISEASE_general_anxiety_disorder | general anxiety disorder | 1342 | 28 | Disease | disease | Generalized Anxiety Disorder
38486196 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1437 | 10 | Disease | disease | depression
38486196 | @DISEASE_Anxiety | Anxiety | 1472 | 7 | Disease | disease | anxiety
38486196 | @DISEASE_COVID_19 | COVID-19 | 1507 | 8 | Disease | disease | COVID-19
38486196 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1640 | 10 | Disease | disease | depression
38486196 | @DISEASE_Anxiety | Anxiety | 1678 | 7 | Disease | disease | anxiety
38486196 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1732 | 10 | Disease | disease | depression
38486196 | @DISEASE_Anxiety | Anxiety | 1747 | 7 | Disease | disease | anxiety
38486196 | @DISEASE_603663 | 603663 | 1873 | 13 | Disease | disease | mental health
38486196 | @DISEASE_Anxiety | Anxiety | 1946 | 7 | Disease | disease | anxiety
38486196 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1957 | 10 | Disease | disease | depression
38486196 | @DISEASE_603663 | 603663 | 2092 | 13 | Disease | disease | mental health
38557174 | @GENE_TMEM30A | TMEM30A | 16 | 7 | Gene | gene | TMEM30A
38557174 | @DISEASE_Leukemia | Leukemia | 37 | 8 | Disease | disease | leukemic
38557174 | @DISEASE_Neoplasms | Neoplasms | 193 | 12 | Disease | disease | malignancies
38557174 | @GENE_IFNG | IFNG | 439 | 16 | Gene | gene | interferon-gamma
38557174 | @GENE_NCR3LG1 | NCR3LG1 | 547 | 5 | Gene | gene | B7-H6
38557174 | @GENE_CD58 | CD58 | 557 | 4 | Gene | gene | CD58
38557174 | @GENE_TMEM30A | TMEM30A | 581 | 7 | Gene | gene | TMEM30A
38557174 | @CHEMICAL_Phospholipids | Phospholipids | 645 | 13 | Chemical | chemical | phospholipids
38557174 | @GENE_TMEM30A | TMEM30A | 753 | 7 | Gene | gene | TMEM30A
38557174 | @DISEASE_Leukemia | Leukemia | 776 | 8 | Disease | disease | leukemia
38557174 | @DISEASE_Lymphoma | Lymphoma | 789 | 8 | Disease | disease | lymphoma
38557174 | @CHEMICAL_Phosphatidylserines | Phosphatidylserines | 842 | 18 | Chemical | chemical | phosphatidylserine
38557174 | @CHEMICAL_Phosphatidylserines | Phosphatidylserines | 862 | 6 | Chemical | chemical | PtdSer
38557174 | @GENE_TMEM30A | TMEM30A | 871 | 7 | Gene | gene | TMEM30A
38557174 | @CHEMICAL_Phosphatidylserines | Phosphatidylserines | 1018 | 6 | Chemical | chemical | PtdSer
38557174 | @GENE_HAVCR2 | HAVCR2 | 1052 | 5 | Gene | gene | TIM-3
38557174 | @GENE_TMEM30A | TMEM30A | 1101 | 7 | Gene | gene | TMEM30A
38557174 | @GENE_HAVCR2 | HAVCR2 | 1144 | 5 | Gene | gene | TIM-3
38557174 | @CHEMICAL_Phosphatidylserines | Phosphatidylserines | 1152 | 6 | Chemical | chemical | PtdSer
38557174 | @CHEMICAL_Phosphatidylserines | Phosphatidylserines | 1327 | 6 | Chemical | chemical | PtdSer
38557174 | @GENE_TMEM30A | TMEM30A | 1337 | 7 | Gene | gene | TMEM30A
38557174 | @DISEASE_Leukemia | Leukemia | 1348 | 8 | Disease | disease | leukemic
38557174 | @CHEMICAL_Phosphatidylserines | Phosphatidylserines | 1457 | 6 | Chemical | chemical | PtdSer
38557174 | @GENE_HAVCR2 | HAVCR2 | 1468 | 5 | Gene | gene | TIM-3
38557174 | @DISEASE_Neoplasms | Neoplasms | 1490 | 6 | Disease | disease | cancer
9921273 | @GENE_IFNA1 | IFNA1 | 92 | 22 | Gene | gene | interferon (IFN)-alpha
9921273 | @GENE_IFNG | IFNG | 119 | 9 | Gene | gene | IFN-gamma
9921273 | @GENE_IFNG | IFNG | 169 | 9 | Gene | gene | IFN-gamma
9921273 | @GENE_CD2 | CD2 | 496 | 3 | Gene | gene | CD2
9921273 | @GENE_IFITM1 | IFITM1 | 606 | 4 | Gene | gene | 9-27
9921273 | @GENE_TMEM132A | TMEM132A | 616 | 25 | Gene | gene | guanylate binding protein
9921273 | @GENE_TMEM132A | TMEM132A | 643 | 3 | Gene | gene | GBP
9921273 | @GENE_STAT1 | STAT1 | 694 | 5 | Gene | gene | STAT1
9921273 | @GENE_JAK2 | JAK2 | 713 | 4 | Gene | gene | JAK2
9921273 | @GENE_JAK1 | JAK1 | 728 | 4 | Gene | gene | JAK1
15296650 | @GENE_TRIM63 | TRIM63 | 365 | 3 | Gene | gene | IRF
15296650 | @GENE_NOS2 | NOS2 | 418 | 4 | Gene | gene | iNOS
15296650 | @GENE_IRF1 | IRF1 | 533 | 5 | Gene | gene | IRF-1
15296650 | @GENE_GBP2 | GBP2 | 543 | 27 | Gene | gene | guanylate-binding protein-2
15296650 | @GENE_GBP2 | GBP2 | 572 | 5 | Gene | gene | GBP-2
15296650 | @GENE_IRF1 | IRF1 | 598 | 5 | Gene | gene | IRF-1
15296650 | @GENE_IRF3 | IRF3 | 631 | 5 | Gene | gene | IRF-3
15296650 | @GENE_IFNB1 | IFNB1 | 710 | 8 | Gene | gene | IFN-beta
15296650 | @GENE_IFNB1 | IFNB1 | 732 | 8 | Gene | gene | IFN-beta
15296650 | @GENE_IFNA1 | IFNA1 | 758 | 10 | Gene | gene | IFN-alpha1
15296650 | @GENE_IFNA4 | IFNA4 | 773 | 10 | Gene | gene | IFN-alpha4
15296650 | @GENE_IFNA1 | IFNA1 | 814 | 9 | Gene | gene | IFN-alpha
15296650 | @GENE_STAT1 | STAT1 | 871 | 28 | Gene | gene | IFN-stimulated gene factor 3
15296650 | @GENE_STAT1 | STAT1 | 901 | 5 | Gene | gene | ISGF3
15296650 | @GENE_IFNA1 | IFNA1 | 923 | 3 | Gene | gene | IFN
15296650 | @GENE_STAT1 | STAT1 | 994 | 5 | Gene | gene | Stat1
15296650 | @GENE_IFNA1 | IFNA1 | 1160 | 9 | Gene | gene | IFN-alpha
15296650 | @GENE_IFNG | IFNG | 1173 | 9 | Gene | gene | IFN-gamma
15296650 | @GENE_NOS2 | NOS2 | 1210 | 4 | Gene | gene | iNOS
15296650 | @GENE_NOS2 | NOS2 | 1236 | 4 | Gene | gene | iNOS
15296650 | @GENE_TRIM63 | TRIM63 | 1295 | 3 | Gene | gene | IRF
15296650 | @GENE_NOS2 | NOS2 | 1314 | 4 | Gene | gene | iNOS
16124062 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 66 | 4 | Disease | disease | SARS
16124062 | @DISEASE_Inflammation | Inflammation | 113 | 12 | Disease | disease | inflammatory
16124062 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 170 | 4 | Disease | disease | SARS
16124062 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 304 | 4 | Disease | disease | SARS
16124062 | @DISEASE_Inflammation | Inflammation | 572 | 12 | Disease | disease | inflammatory
16124062 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 639 | 4 | Disease | disease | SARS
16124062 | @DISEASE_Inflammation | Inflammation | 726 | 12 | Disease | disease | inflammatory
16124062 | @GENE_IL1A | IL1A | 757 | 4 | Gene | gene | IL-1
16124062 | @GENE_TNF | TNF | 763 | 9 | Gene | gene | TNF-alpha
16124062 | @GENE_CXCL8 | CXCL8 | 774 | 4 | Gene | gene | IL-8
16124062 | @DISEASE_Inflammation | Inflammation | 878 | 12 | Disease | disease | inflammatory
16124062 | @GENE_IL4R | IL4R | 906 | 13 | Gene | gene | IL-4 receptor
16124062 | @GENE_IL1RN | IL1RN | 937 | 6 | Gene | gene | IL-1Ra
16124062 | @GENE_TNFAIP3 | TNFAIP3 | 949 | 34 | Gene | gene | TNF-alpha-induced proteins 3 and 6
16124062 | @GENE_IFNA1 | IFNA1 | 1064 | 3 | Gene | gene | IFN
16124062 | @GENE_EIF2AK2 | EIF2AK2 | 1090 | 3 | Gene | gene | PKR
16124062 | @GENE_GBP1 | GBP1 | 1095 | 11 | Gene | gene | GBP-1 and 2
16124062 | @GENE_CXCL10 | CXCL10 | 1108 | 14 | Gene | gene | CXCL-10 and 11
16124062 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 1262 | 4 | Disease | disease | SARS
16124062 | @DISEASE_Inflammation | Inflammation | 1300 | 12 | Disease | disease | inflammation
