38613283 | @CHEMICAL_Tungsten | Tungsten | 242 | 1 | Chemical | chemical | W
31237117 | @GENE_HLA_DPB1 | HLA-DPB1 | 141 | 4 | Gene | gene | DPB1
31237117 | @GENE_HLA_A | HLA-A | 189 | 3 | Gene | gene | HLA
31237117 | @GENE_HLA_A | HLA-A | 353 | 3 | Gene | gene | HLA
31237117 | @GENE_HLA_A | HLA-A | 1067 | 3 | Gene | gene | HLA
31237117 | @GENE_HLA_A | HLA-A | 1119 | 3 | Gene | gene | HLA
31237117 | @GENE_HLA_A | HLA-A | 1435 | 3 | Gene | gene | HLA
31237117 | @GENE_HLA_A | HLA-A | 1752 | 3 | Gene | gene | HLA
31237117 | @GENE_HLA_A | HLA-A | 2008 | 3 | Gene | gene | HLA
31741759 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 35 | 13 | Disease | disease | breast cancer
31741759 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 104 | 13 | Disease | disease | breast cancer
31741759 | @DISEASE_Neoplasms | Neoplasms | 144 | 6 | Disease | disease | cancer
31741759 | @DISEASE_Neoplasms | Neoplasms | 197 | 6 | Disease | disease | cancer
31741759 | @DISEASE_Neoplasms | Neoplasms | 250 | 6 | Disease | disease | cancer
31741759 | @DISEASE_Neoplasms | Neoplasms | 367 | 10 | Disease | disease | malignancy
31741759 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 420 | 13 | Disease | disease | breast cancer
31741759 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 534 | 13 | Disease | disease | breast cancer
31741759 | @GENE_CYP19A1 | CYP19A1 | 636 | 9 | Gene | gene | Aromatase
31741759 | @GENE_NEK3 | NEK3 | 647 | 35 | Gene | gene | never in mitosis A-related kinase 3
31741759 | @GENE_NEK3 | NEK3 | 684 | 4 | Gene | gene | NEK3
31741759 | @GENE_PIAS3 | PIAS3 | 691 | 36 | Gene | gene | protein inhibitor of activated STAT3
31741759 | @GENE_PIAS3 | PIAS3 | 729 | 5 | Gene | gene | PIAS3
31741759 | @GENE_PRL | PRL | 741 | 9 | Gene | gene | prolactin
31741759 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 788 | 13 | Disease | disease | breast cancer
31741759 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 887 | 13 | Disease | disease | breast cancer
31741759 | @DISEASE_Neoplasms | Neoplasms | 1688 | 5 | Disease | disease | tumor
31741759 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1878 | 13 | Disease | disease | breast cancer
31788121 | @GENE_C17ORF49 | C17orf49 | 23 | 5 | Gene | gene | HEPIS
31788121 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 32 | 13 | Disease | disease | breast cancer
31788121 | @GENE_C17ORF49 | C17orf49 | 171 | 5 | Gene | gene | HEPIS
31788121 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 232 | 13 | Disease | disease | breast cancer
31788121 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 298 | 13 | Disease | disease | breast cancer
31788121 | @GENE_C17ORF49 | C17orf49 | 415 | 5 | Gene | gene | HEPIS
31788121 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 424 | 13 | Disease | disease | breast cancer
31788121 | @DISEASE_Neoplasms | Neoplasms | 442 | 6 | Disease | disease | cancer
31788121 | @GENE_C17ORF49 | C17orf49 | 480 | 5 | Gene | gene | HEPIS
31788121 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 519 | 13 | Disease | disease | breast cancer
31788121 | @GENE_C17ORF49 | C17orf49 | 607 | 5 | Gene | gene | HEPIS
31788121 | @CHEMICAL_5_ethynyl_2'_deoxyuridine | 5-ethynyl-2'-deoxyuridine | 686 | 25 | Chemical | chemical | 5-ethynyl-2'-deoxyuridine
31788121 | @GENE_C17ORF49 | C17orf49 | 775 | 5 | Gene | gene | HEPIS
31788121 | @DISEASE_Neoplasms | Neoplasms | 784 | 6 | Disease | disease | cancer
31788121 | @GENE_C17ORF49 | C17orf49 | 833 | 5 | Gene | gene | HEPIS
31788121 | @GENE_C17ORF49 | C17orf49 | 935 | 5 | Gene | gene | HEPIS
31788121 | @GENE_C17ORF49 | C17orf49 | 1056 | 5 | Gene | gene | HEPIS
31788121 | @GENE_NFKB1 | NFKB1 | 1120 | 9 | Gene | gene | NF-kappaB
31788121 | @GENE_C17ORF49 | C17orf49 | 1235 | 5 | Gene | gene | HEPIS
31788121 | @GENE_IL2RA | IL2RA | 1628 | 36 | Gene | gene | interleukin 2 receptor subunit alpha
31788121 | @GENE_IL2RA | IL2RA | 1666 | 5 | Gene | gene | IL2RA
31788121 | @GENE_IFNAR2 | IFNAR2 | 1674 | 44 | Gene | gene | interferon alpha and beta receptor subunit 2
31788121 | @GENE_IFNAR2 | IFNAR2 | 1720 | 6 | Gene | gene | IFNAR2
31788121 | @GENE_IFNA8 | IFNA8 | 1742 | 5 | Gene | gene | IFNA8
31788121 | @GENE_C17ORF49 | C17orf49 | 1813 | 5 | Gene | gene | HEPIS
31788121 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1860 | 13 | Disease | disease | breast cancer
32393046 | @CHEMICAL_Organic_Chemicals | Organic Chemicals | 761 | 17 | Chemical | chemical | organic chemicals
32393046 | @CHEMICAL_Metals_Heavy | Metals Heavy | 784 | 12 | Chemical | chemical | heavy metals
32393046 | @GENE_AHRR | AHRR | 877 | 4 | Gene | gene | AHRR
32393046 | @GENE_AHRR | AHRR | 883 | 35 | Gene | gene | aryl-hydrocarbon receptor repressor
32393046 | @GENE_AHR | AHR | 920 | 3 | Gene | gene | AHR
32393046 | @GENE_AHR | AHR | 925 | 25 | Gene | gene | aryl-hydrocarbon receptor
32393046 | @CHEMICAL_Arsenic | Arsenic | 952 | 2 | Chemical | chemical | As
32393046 | @CHEMICAL_Arsenic | Arsenic | 956 | 7 | Chemical | chemical | arsenic
32393046 | @GENE_BCL2 | BCL2 | 965 | 4 | Gene | gene | BCL2
32393046 | @GENE_BCL2L11 | BCL2L11 | 990 | 7 | Gene | gene | BCL2L11
32393046 | @GENE_BCL6 | BCL6 | 1026 | 4 | Gene | gene | BCL6
32393046 | @CHEMICAL_bisphenol_A | bisphenol A | 1051 | 3 | Chemical | chemical | BPA
32393046 | @CHEMICAL_bisphenol_A | bisphenol A | 1056 | 11 | Chemical | chemical | bisphenol A
32393046 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 1074 | 23 | Disease | disease | cardiovascular diseases
32393046 | @GENE_CD40 | CD40 | 1099 | 4 | Gene | gene | CD40
32393046 | @GENE_CCND1 | CCND1 | 1136 | 5 | Gene | gene | CCND1
32393046 | @GENE_CCND1 | CCND1 | 1143 | 9 | Gene | gene | Cyclin D1
32393046 | @GENE_CDKN1A | CDKN1A | 1154 | 6 | Gene | gene | CDKN1A
32393046 | @GENE_CDKN1A | CDKN1A | 1162 | 36 | Gene | gene | cyclin-dependent kinase inhibitor 1A
32393046 | @CHEMICAL_Chromium | Chromium | 1200 | 2 | Chemical | chemical | Cr
32393046 | @CHEMICAL_Chromium | Chromium | 1204 | 8 | Chemical | chemical | chromium
32393046 | @GENE_CTBP1 | CTBP1 | 1214 | 5 | Gene | gene | CTBP1
32393046 | @GENE_CTBP1 | CTBP1 | 1221 | 28 | Gene | gene | C-terminal binding protein 1
32393046 | @GENE_CXCL12 | CXCL12 | 1251 | 6 | Gene | gene | CXCL12
32393046 | @GENE_CXCL12 | CXCL12 | 1259 | 31 | Gene | gene | C-X-C motif chemokine ligand 12
32393046 | @GENE_DAZAP1 | DAZAP1 | 1292 | 6 | Gene | gene | DAZAP1
32393046 | @CHEMICAL_1_(2_(dodecyloxy)ethyl)pyrrolidine_hydrochloride | 1-(2-(dodecyloxy)ethyl)pyrrolidine hydrochloride | 1345 | 3 | Chemical | chemical | DEP
32393046 | @GENE_EGFR | EGFR | 1376 | 4 | Gene | gene | EGFR
32393046 | @GENE_EGFR | EGFR | 1382 | 32 | Gene | gene | epidermal growth factor receptor
32393046 | @GENE_NOS3 | NOS3 | 1416 | 4 | Gene | gene | eNOS
32393046 | @GENE_PTK2 | PTK2 | 1486 | 3 | Gene | gene | FAK
32393046 | @GENE_FAS | FAS | 1514 | 3 | Gene | gene | FAS
32393046 | @GENE_FAS | FAS | 1519 | 31 | Gene | gene | fas cell surface death receptor
32393046 | @CHEMICAL_Mercury | Mercury | 1602 | 2 | Chemical | chemical | Hg
32393046 | @CHEMICAL_Mercury | Mercury | 1606 | 7 | Chemical | chemical | mercury
32393046 | @GENE_HLA_A | HLA-A | 1615 | 5 | Gene | gene | HLA-A
32393046 | @GENE_IFNAR2 | IFNAR2 | 1686 | 6 | Gene | gene | IFNAR2
32393046 | @GENE_IL6 | IL6 | 1731 | 4 | Gene | gene | IL-6
32393046 | @GENE_IL6 | IL6 | 1737 | 13 | Gene | gene | interleukin-6
32393046 | @GENE_IRAK1 | IRAK1 | 1752 | 5 | Gene | gene | IRAK1
32393046 | @GENE_IRAK1 | IRAK1 | 1759 | 42 | Gene | gene | interleukin 1 receptor associated kinase 1
32393046 | @GENE_NFE2L2 | NFE2L2 | 2062 | 4 | Gene | gene | NRF2
32393046 | @GENE_NRG3 | NRG3 | 2105 | 4 | Gene | gene | NRG3
32393046 | @GENE_NRG3 | NRG3 | 2111 | 12 | Gene | gene | neuregulin 3
32393046 | @CHEMICAL_Ozone | Ozone | 2125 | 2 | Chemical | chemical | O3
32393046 | @CHEMICAL_Ozone | Ozone | 2129 | 5 | Chemical | chemical | ozone
32393046 | @CHEMICAL_Polycyclic_Aromatic_Hydrocarbons | Polycyclic Aromatic Hydrocarbons | 2169 | 4 | Chemical | chemical | PAHs
32393046 | @CHEMICAL_Polycyclic_Aromatic_Hydrocarbons | Polycyclic Aromatic Hydrocarbons | 2175 | 32 | Chemical | chemical | polycyclic aromatic hydrocarbons
32393046 | @CHEMICAL_Lead | Lead | 2209 | 2 | Chemical | chemical | Pb
32393046 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 2219 | 4 | Chemical | chemical | PCBs
32393046 | @CHEMICAL_Polychlorinated_Biphenyls | Polychlorinated Biphenyls | 2225 | 25 | Chemical | chemical | polychlorinated biphenyls
32393046 | @GENE_PDCD4 | PDCD4 | 2252 | 5 | Gene | gene | PDCD4
32393046 | @GENE_PDGFB | PDGFB | 2284 | 5 | Gene | gene | PDGFB
32393046 | @GENE_PDGFRB | PDGFRB | 2336 | 5 | Gene | gene | PDGFR
32393046 | @GENE_AKT1 | AKT1 | 2389 | 3 | Gene | gene | Akt
32393046 | @GENE_PRKCQ | PRKCQ | 2492 | 22 | Gene | gene | protein kinase C theta
32393046 | @GENE_TNF | TNF | 2640 | 3 | Gene | gene | TNF
32393046 | @GENE_TRAF1 | TRAF1 | 2669 | 5 | Gene | gene | TRAF1
32393046 | @GENE_TREM1 | TREM1 | 2767 | 5 | Gene | gene | TREM1
32393046 | @GENE_TREM1 | TREM1 | 2774 | 48 | Gene | gene | triggering receptor expressed on myeloid cells 1
32393046 | @GENE_TRIAP1 | TRIAP1 | 2824 | 6 | Gene | gene | TRIAP1
32393046 | @GENE_TP53 | TP53 | 2832 | 4 | Gene | gene | TP53
32393046 | @GENE_VCAM1 | VCAM1 | 2873 | 6 | Gene | gene | VCAM-1
32393046 | @GENE_VCAM1 | VCAM1 | 2881 | 33 | Gene | gene | vascular cell adhesion molecule 1
32393046 | @GENE_VEGFA | VEGFA | 2923 | 36 | Gene | gene | vascular endothelial growth factor A
32393046 | @GENE_XRCC2 | XRCC2 | 2961 | 5 | Gene | gene | XRCC2
32393046 | @GENE_XRCC2 | XRCC2 | 2968 | 34 | Gene | gene | X-ray repair cross complementing 2
32393046 | @GENE_YBX2 | YBX2 | 3010 | 23 | Gene | gene | Y-box-binding protein 2
32393046 | @GENE_ZEB1 | ZEB1 | 3035 | 4 | Gene | gene | ZEB1
32393046 | @GENE_ZEB1 | ZEB1 | 3041 | 36 | Gene | gene | zinc finger E-box-binding homeobox 1
32393046 | @GENE_ZEB2 | ZEB2 | 3079 | 4 | Gene | gene | ZEB2
32964767 | @GENE_HLA_A | HLA-A | 22 | 3 | Gene | gene | HLA
32964767 | @DISEASE_Lymphoma_Extranodal_NK_T_Cell | Lymphoma Extranodal NK-T-Cell | 47 | 30 | Disease | disease | extranodal NK/T cell lymphomas
32964767 | @DISEASE_Lymphoma_Extranodal_NK_T_Cell | Lymphoma Extranodal NK-T-Cell | 79 | 30 | Disease | disease | Extranodal NK/T cell lymphomas
32964767 | @DISEASE_Lymphoma_Extranodal_NK_T_Cell | Lymphoma Extranodal NK-T-Cell | 111 | 7 | Disease | disease | ENKTCLs
32964767 | @DISEASE_Neoplasms | Neoplasms | 165 | 14 | Disease | disease | T/NK neoplasms
32964767 | @DISEASE_Lymphoma_Extranodal_NK_T_Cell | Lymphoma Extranodal NK-T-Cell | 442 | 7 | Disease | disease | ENKTCLs
32964767 | @GENE_HLA_A | HLA-A | 565 | 5 | Gene | gene | HLA-A
32964767 | @GENE_B2M | B2M | 572 | 3 | Gene | gene | B2M
32964767 | @GENE_TAP1 | TAP1 | 577 | 4 | Gene | gene | TAP1
32964767 | @GENE_CD274 | CD274 | 583 | 5 | Gene | gene | CD274
32964767 | @GENE_PDCD1LG2 | PDCD1LG2 | 594 | 8 | Gene | gene | PDCD1LG2
32964767 | @GENE_HLA_A | HLA-A | 695 | 5 | Gene | gene | HLA-A
32964767 | @DISEASE_Lymphoma_Extranodal_NK_T_Cell | Lymphoma Extranodal NK-T-Cell | 732 | 7 | Disease | disease | ENKTCLs
32964767 | @GENE_HLA_A | HLA-A | 753 | 3 | Gene | gene | HLA
32964767 | @DISEASE_Lymphoma_Extranodal_NK_T_Cell | Lymphoma Extranodal NK-T-Cell | 1069 | 7 | Disease | disease | ENKTCLs
33453166 | @DISEASE_Alternating_hemiplegia_of_childhood | Alternating hemiplegia of childhood | 0 | 36 | Disease | disease | Alternative lengthening of telomeres
33453166 | @DISEASE_Alternating_hemiplegia_of_childhood | Alternating hemiplegia of childhood | 71 | 3 | Disease | disease | ALT
33453166 | @DISEASE_Alternating_hemiplegia_of_childhood | Alternating hemiplegia of childhood | 98 | 36 | Disease | disease | Alternative lengthening of telomeres
33453166 | @DISEASE_Alternating_hemiplegia_of_childhood | Alternating hemiplegia of childhood | 136 | 3 | Disease | disease | ALT
33453166 | @DISEASE_Alternating_hemiplegia_of_childhood | Alternating hemiplegia of childhood | 382 | 3 | Disease | disease | ALT
33453166 | @GENE_POLD3 | POLD3 | 421 | 5 | Gene | gene | POLD3
33453166 | @GENE_ATR | ATR | 437 | 3 | Gene | gene | ATR
33453166 | @GENE_BLM | BLM | 664 | 3 | Gene | gene | BLM
33453166 | @GENE_BLM | BLM | 751 | 3 | Gene | gene | BLM
33453166 | @GENE_HFM1 | HFM1 | 780 | 8 | Gene | gene | helicase
33453166 | @GENE_POLD3 | POLD3 | 802 | 5 | Gene | gene | POLD3
33453166 | @GENE_BLM | BLM | 876 | 3 | Gene | gene | BLM
33453166 | @GENE_PIAS4 | PIAS4 | 903 | 5 | Gene | gene | PIAS4
33453166 | @GENE_TERF2 | TERF2 | 918 | 4 | Gene | gene | TRF2
33453166 | @GENE_PIAS4 | PIAS4 | 940 | 5 | Gene | gene | PIAS4
33453166 | @DISEASE_Alternating_hemiplegia_of_childhood | Alternating hemiplegia of childhood | 1000 | 3 | Disease | disease | ALT
33453166 | @GENE_BLM | BLM | 1032 | 3 | Gene | gene | BLM
33453166 | @GENE_PIAS4 | PIAS4 | 1047 | 5 | Gene | gene | PIAS4
33453166 | @DISEASE_Alternating_hemiplegia_of_childhood | Alternating hemiplegia of childhood | 1156 | 3 | Disease | disease | ALT
33726611 | @DISEASE_COVID_19 | COVID-19 | 151 | 8 | Disease | disease | COVID-19
33726611 | @DISEASE_COVID_19 | COVID-19 | 589 | 8 | Disease | disease | COVID-19
33726611 | @CHEMICAL_Carbon | Carbon | 1013 | 6 | Chemical | chemical | carbon
33726611 | @CHEMICAL_Carbon | Carbon | 1493 | 6 | Chemical | chemical | carbon
33726611 | @CHEMICAL_Carbon | Carbon | 1665 | 6 | Chemical | chemical | carbon
34049776 | @DISEASE_Neoplasms | Neoplasms | 29 | 6 | Disease | disease | cancer
34049776 | @DISEASE_Death | Death | 36 | 6 | Disease | disease | deaths
34049776 | @DISEASE_COVID_19 | COVID-19 | 81 | 8 | Disease | disease | COVID-19
34049776 | @DISEASE_Neoplasms | Neoplasms | 184 | 6 | Disease | disease | cancer
34049776 | @DISEASE_COVID_19 | COVID-19 | 325 | 8 | Disease | disease | COVID-19
34049776 | @DISEASE_Death | Death | 418 | 6 | Disease | disease | deaths
34049776 | @DISEASE_Neoplasms | Neoplasms | 440 | 6 | Disease | disease | tumour
34049776 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 454 | 43 | Disease | disease | breast, bowel, lung, and oesophageal cancer
34049776 | @DISEASE_Neoplasms | Neoplasms | 643 | 6 | Disease | disease | cancer
34049776 | @DISEASE_Death | Death | 650 | 6 | Disease | disease | deaths
34049776 | @DISEASE_COVID_19 | COVID-19 | 723 | 8 | Disease | disease | COVID-19
34049776 | @DISEASE_Death | Death | 732 | 6 | Disease | disease | deaths
34049776 | @DISEASE_Neoplasms | Neoplasms | 1024 | 6 | Disease | disease | cancer
34049776 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1127 | 42 | Disease | disease | breast, colorectal, and oesophageal cancer
34049776 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 1264 | 11 | Disease | disease | lung cancer
34049776 | @DISEASE_Death | Death | 1423 | 6 | Disease | disease | deaths
34049776 | @DISEASE_Neoplasms | Neoplasms | 1437 | 6 | Disease | disease | cancer
34049776 | @DISEASE_Neoplasms | Neoplasms | 1477 | 6 | Disease | disease | cancer
34049776 | @DISEASE_COVID_19 | COVID-19 | 1616 | 8 | Disease | disease | COVID-19
34049776 | @DISEASE_Death | Death | 1625 | 6 | Disease | disease | deaths
34049776 | @DISEASE_Death | Death | 1772 | 6 | Disease | disease | deaths
34049776 | @DISEASE_COVID_19 | COVID-19 | 1797 | 20 | Disease | disease | SARS-CoV-2 infection
34049776 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1871 | 13 | Disease | disease | breast cancer
34049776 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1898 | 17 | Disease | disease | colorectal cancer
34049776 | @DISEASE_Neoplasms | Neoplasms | 1927 | 18 | Disease | disease | oesophageal cancer
34049776 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 1963 | 11 | Disease | disease | lung cancer
34049776 | @DISEASE_Neoplasms | Neoplasms | 2023 | 7 | Disease | disease | cancers
34049776 | @DISEASE_Neoplasms | Neoplasms | 2076 | 6 | Disease | disease | cancer
34049776 | @DISEASE_Death | Death | 2083 | 6 | Disease | disease | deaths
34049776 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 2238 | 13 | Disease | disease | breast cancer
34049776 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 2350 | 17 | Disease | disease | colorectal cancer
34049776 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 2455 | 11 | Disease | disease | lung cancer
34049776 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 2551 | 11 | Disease | disease | lung cancer
34049776 | @DISEASE_Neoplasms | Neoplasms | 2572 | 18 | Disease | disease | oesophageal cancer
34049776 | @DISEASE_COVID_19 | COVID-19 | 2710 | 8 | Disease | disease | COVID-19
34049776 | @DISEASE_Death | Death | 2719 | 6 | Disease | disease | deaths
34049776 | @DISEASE_Neoplasms | Neoplasms | 2853 | 6 | Disease | disease | cancer
34049776 | @DISEASE_Death | Death | 2860 | 6 | Disease | disease | deaths
34049776 | @DISEASE_COVID_19 | COVID-19 | 2929 | 8 | Disease | disease | COVID-19
34049776 | @DISEASE_Death | Death | 3070 | 6 | Disease | disease | deaths
34049776 | @DISEASE_COVID_19 | COVID-19 | 3102 | 8 | Disease | disease | COVID-19
34049776 | @DISEASE_Neoplasms | Neoplasms | 3380 | 6 | Disease | disease | cancer
34584159 | @GENE_HLA_A | HLA-A | 8 | 3 | Gene | gene | HLA
34584159 | @DISEASE_Neoplasms | Neoplasms | 222 | 6 | Disease | disease | cancer
34584159 | @GENE_HLA_A | HLA-A | 345 | 3 | Gene | gene | HLA
34584159 | @GENE_IL2 | IL2 | 452 | 13 | Gene | gene | interleukin-2
34584159 | @GENE_CD80 | CD80 | 565 | 4 | Gene | gene | CD80
34658451 | @DISEASE_COVID_19 | COVID-19 | 14 | 8 | Disease | disease | COVID-19
34658451 | @DISEASE_COVID_19 | COVID-19 | 167 | 8 | Disease | disease | COVID-19
34658451 | @DISEASE_COVID_19 | COVID-19 | 466 | 8 | Disease | disease | COVID-19
34658451 | @DISEASE_COVID_19 | COVID-19 | 1119 | 8 | Disease | disease | COVID-19
34658451 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 1543 | 11 | Disease | disease | coronavirus
34758826 | @GENE_STAT1 | STAT1 | 34 | 5 | Gene | gene | STAT1
34758826 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 99 | 12 | Disease | disease | colon cancer
34758826 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 235 | 17 | Disease | disease | colorectal cancer
34758826 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 254 | 4 | Disease | disease | mCRC
34758826 | @GENE_IFNG | IFNG | 309 | 16 | Gene | gene | interferon-gamma
34758826 | @GENE_IFNG | IFNG | 327 | 9 | Gene | gene | IFN-gamma
34758826 | @GENE_STAT1 | STAT1 | 359 | 56 | Gene | gene | signal transducer and activator of transcription (STAT)1
34758826 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 496 | 12 | Disease | disease | colon cancer
34758826 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 726 | 12 | Disease | disease | colon cancer
34758826 | @GENE_IFNG | IFNG | 760 | 9 | Gene | gene | IFN-gamma
34758826 | @GENE_CD274 | CD274 | 1099 | 25 | Gene | gene | programmed death-ligand 1
34758826 | @GENE_CD274 | CD274 | 1126 | 5 | Gene | gene | PD-L1
34758826 | @GENE_IFNG | IFNG | 1235 | 9 | Gene | gene | IFN-gamma
34758826 | @GENE_STAT1 | STAT1 | 1339 | 5 | Gene | gene | STAT1
34758826 | @GENE_STAT1 | STAT1 | 1364 | 5 | Gene | gene | STAT1
34758826 | @GENE_STAT1 | STAT1 | 1443 | 5 | Gene | gene | STAT1
34758826 | @CHEMICAL_Bortezomib | Bortezomib | 1535 | 10 | Chemical | chemical | bortezomib
34758826 | @GENE_STAT1 | STAT1 | 1602 | 5 | Gene | gene | STAT1
34758826 | @GENE_IFNG | IFNG | 1753 | 9 | Gene | gene | IFN-gamma
34758826 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1803 | 4 | Disease | disease | mCRC
34758826 | @GENE_STAT1 | STAT1 | 1830 | 5 | Gene | gene | STAT1
34758826 | @DISEASE_Neoplasms | Neoplasms | 1850 | 5 | Disease | disease | tumor
34758826 | @GENE_CD274 | CD274 | 1991 | 5 | Gene | gene | PD-L1
34758826 | @DISEASE_Neoplasms | Neoplasms | 2010 | 5 | Disease | disease | tumor
34758826 | @DISEASE_Neoplasms | Neoplasms | 2038 | 5 | Disease | disease | tumor
34758826 | @DISEASE_Neoplasms | Neoplasms | 2064 | 5 | Disease | disease | tumor
34758826 | @GENE_STAT1 | STAT1 | 2133 | 5 | Gene | gene | STAT1
34758826 | @GENE_IFNG | IFNG | 2217 | 9 | Gene | gene | IFN-gamma
34758826 | @GENE_HLA_E | HLA-E | 2261 | 5 | Gene | gene | HLA-E
34758826 | @GENE_HLA_G | HLA-G | 2272 | 5 | Gene | gene | HLA-G
34758826 | @GENE_STAT1 | STAT1 | 2325 | 5 | Gene | gene | STAT1
34758826 | @GENE_STAT1 | STAT1 | 2364 | 5 | Gene | gene | STAT1
34758826 | @CHEMICAL_Bortezomib | Bortezomib | 2446 | 10 | Chemical | chemical | bortezomib
35442061 | @DISEASE_Diarrhea | Diarrhea | 0 | 31 | Disease | disease | Porcine Epidemic Diarrhea Virus
35442061 | @GENE_KPNA1 | KPNA1 | 129 | 5 | Gene | gene | KPNA1
35442061 | @GENE_STAT1 | STAT1 | 139 | 5 | Gene | gene | STAT1
35442061 | @GENE_IFNA1 | IFNA1 | 279 | 3 | Gene | gene | IFN
35442061 | @DISEASE_Virus_Diseases | Virus Diseases | 336 | 15 | Disease | disease | viral infection
35442061 | @GENE_IFNA1 | IFNA1 | 443 | 3 | Gene | gene | IFN
35442061 | @GENE_IFNA1 | IFNA1 | 663 | 9 | Gene | gene | IFN-alpha
35442061 | @GENE_IFNA1 | IFNA1 | 722 | 3 | Gene | gene | IFN
35442061 | @GENE_JAK1 | JAK1 | 811 | 4 | Gene | gene | JAK1
35442061 | @GENE_TYK2 | TYK2 | 817 | 4 | Gene | gene | Tyk2
35442061 | @GENE_STAT1 | STAT1 | 823 | 5 | Gene | gene | STAT1
35442061 | @GENE_STAT2 | STAT2 | 834 | 5 | Gene | gene | STAT2
35442061 | @GENE_STAT1 | STAT1 | 901 | 5 | Gene | gene | ISGF3
35442061 | @GENE_STAT1 | STAT1 | 975 | 5 | Gene | gene | STAT1
35442061 | @GENE_STAT2 | STAT2 | 985 | 5 | Gene | gene | STAT2
35442061 | @GENE_STAT1 | STAT1 | 1061 | 5 | Gene | gene | STAT1
35442061 | @GENE_STAT2 | STAT2 | 1067 | 5 | Gene | gene | STAT2
35442061 | @GENE_KPNA1 | KPNA1 | 1136 | 5 | Gene | gene | KPNA1
35442061 | @GENE_STAT1 | STAT1 | 1147 | 5 | Gene | gene | STAT1
35442061 | @GENE_STAT1 | STAT1 | 1196 | 5 | Gene | gene | ISGF3
35442061 | @DISEASE_Diarrhea | Diarrhea | 1450 | 15 | Disease | disease | piglet diarrhea
35442061 | @GENE_IFNA1 | IFNA1 | 1850 | 9 | Gene | gene | IFN-alpha
35442061 | @GENE_IFNA1 | IFNA1 | 1868 | 3 | Gene | gene | IFN
35442061 | @GENE_KPNA1 | KPNA1 | 1900 | 5 | Gene | gene | KPNA1
35442061 | @GENE_STAT1 | STAT1 | 1921 | 5 | Gene | gene | STAT1
35672711 | @CHEMICAL_1_(1_(3_(methylsulfonyl)phenyl)_7_propoxyindolizin_3_yl)ethanone | 1-(1-(3-(methylsulfonyl)phenyl)-7-propoxyindolizin-3-yl)ethanone | 51 | 7 | Chemical | chemical | GSK2801
35672711 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 62 | 29 | Disease | disease | triple-negative breast cancer
